,participant,dataset,image,trial,true_value,pred_value,duration,break,switches_fixations,fixations,p_nan,len,switches,line_start_x,line_start_y,line_end_x,line_end_y
0,3,sr,9379_1_0,1,1,1,4.783,0.0,,0.0,21.68,286.0,4.0,46.82251082251078,226.3549783549783,325.26406926406924,472.9350649350649
1,3,sr,8459_1_1,2,1,0,7.575,4.84,1.0,3.0,13.76,458.0,10.0,447.16883116883116,262.3722943722944,35.74025974025966,263.7575757575757
2,3,sr,1225_0_0,3,0,0,16.014,2.455,1.0,2.0,2.71,960.0,18.0,124.39826839826831,267.91341991341983,275.3939393939394,429.99134199134176
3,3,sr,9469_0_1,4,0,0,2.325,1.818,,0.0,0.0,139.0,2.0,64.83116883116878,324.7099567099566,156.25974025974025,499.2554112554112
4,3,sr,656_0_1,5,0,1,5.681,0.7170000000000001,,0.0,3.23,341.0,4.0,315.5670995670996,364.8831168831168,106.38961038961037,507.5670995670996
5,3,sr,5074_1_0,6,1,1,3.529,1.1840000000000002,,0.0,10.85,212.0,3.0,154.87445887445887,319.16883116883116,480.4155844155845,123.84415584415576
6,3,sr,9670_1_1,7,1,1,3.263,0.883,,0.0,0.51,196.0,7.0,9.419913419913343,260.9870129870129,451.32467532467535,380.12121212121207
7,3,sr,1277_1_1,8,1,1,1.822,0.7170000000000001,,0.0,0.0,110.0,4.0,287.86147186147184,91.98268398268392,55.134199134199065,352.4155844155844
8,3,sr,2251_1_1,9,1,1,1.669,0.5670000000000001,,0.0,11.0,100.0,2.0,449.939393939394,103.06493506493496,154.87445887445887,403.6709956709957
9,3,sr,2879_0_1,10,0,1,1.381,1.15,,0.0,1.2,83.0,2.0,350.1991341991342,112.76190476190465,233.83549783549785,461.8528138528138
10,3,sr,7125_0_0,11,0,0,2.8360000000000003,3.45,,0.0,14.71,170.0,6.0,298.94372294372295,98.9090909090908,297.55844155844164,478.4761904761903
11,3,sr,6870_0_1,12,0,1,2.026,0.883,,0.0,0.83,121.0,11.0,268.46753246753246,326.095238095238,341.8874458874459,506.1818181818182
12,3,sr,7198_1_1,13,1,1,1.916,1.152,,0.0,0.87,115.0,8.0,192.27705627705623,125.22943722943717,472.1038961038962,249.9047619047618
13,3,sr,9114_1_1,14,1,1,1.44,0.898,,0.0,3.49,86.0,16.0,26.043290043289968,195.87878787878785,400.0692640692642,169.55844155844147
14,3,sr,3535_0_0,15,0,0,1.277,0.732,,0.0,6.49,77.0,8.0,218.5974025974026,19.94805194805189,53.74891774891768,312.2424242424242
15,3,sr,3701_0_1,16,0,1,1.551,0.9,,0.0,2.15,93.0,11.0,268.46753246753246,40.72727272727264,195.047619047619,414.7532467532467
16,3,sr,3681_1_0,17,1,0,1.826,1.168,,0.0,5.45,110.0,33.0,111.93073593073584,215.2727272727272,502.5800865800867,222.1991341991341
17,3,sr,538_0_1,18,0,1,2.398,0.882,0.0,1.0,4.17,144.0,11.0,258.77056277056283,107.22077922077915,485.95670995671,374.5800865800865
18,3,sr,4679_0_1,19,0,1,3.158,0.917,0.0,1.0,0.0,189.0,5.0,211.67099567099564,93.36796536796528,271.23809523809524,456.31168831168833
19,3,sr,4471_0_1,20,0,0,8.631,0.7,0.0,1.0,12.75,510.0,14.0,103.61904761904758,198.6493506493506,214.4415584415584,502.025974025974
20,3,sr,7366_1_0,21,1,0,4.975,1.0,2.0,9.0,0.0,299.0,8.0,9.419913419913343,182.025974025974,406.99567099567116,226.3549783549783
21,3,sr,8074_1_0,22,1,0,2.714,0.6,0.0,1.0,11.66,163.0,4.0,352.96969696969705,234.66666666666657,145.17748917748912,500.6406926406926
22,3,sr,4535_1_1,23,1,1,3.736,0.733,0.0,5.0,22.87,223.0,7.0,14.961038961038895,220.8138528138528,466.5627705627706,226.3549783549783
23,3,sr,2268_0_0,24,0,1,3.674,0.633,3.0,6.0,2.27,220.0,6.0,271.23809523809524,40.72727272727264,290.6320346320346,385.6623376623376
24,3,sr,1973_0_0,25,0,1,6.989,2.883,0.0,3.0,4.78,418.0,13.0,355.7402597402597,22.71861471861461,233.83549783549785,380.12121212121207
25,3,sr,7374_1_0,26,1,1,106.331,1.083,0.0,6.0,23.69,6358.0,20.0,105.00432900432895,290.077922077922,502.5800865800867,285.92207792207785
26,3,sr,4878_0_1,27,0,0,52.794,1.548,0.0,8.0,14.06,3165.0,34.0,178.42424242424235,154.32034632034623,163.1861471861471,484.017316017316
27,3,sr,270_0_0,28,0,1,11.036,0.785,0.0,7.0,12.88,660.0,7.0,10.80519480519473,211.11688311688306,488.7272727272728,223.58441558441555
28,3,sr,5969_1_1,29,1,0,3.399,0.633,0.0,1.0,0.0,204.0,18.0,35.74025974025966,385.6623376623376,497.03896103896113,369.038961038961
29,3,sr,203_1_1,30,1,1,5.9510000000000005,0.6,0.0,1.0,7.56,357.0,6.0,298.94372294372295,57.35064935064929,84.22510822510816,342.7186147186146
30,3,sr,981_0_0,31,0,0,6.6610000000000005,0.633,,0.0,2.25,400.0,14.0,265.6969696969697,31.030303030302893,260.15584415584414,272.06926406926397
31,3,sr,6653_1_0,32,1,0,6.089,1.267,0.0,1.0,2.74,365.0,30.0,301.7142857142857,425.8354978354978,3.87878787878779,255.44588744588737
32,3,sr,2061_1_0,33,1,1,3.684,0.883,,0.0,1.81,221.0,9.0,42.6666666666666,103.06493506493496,441.62770562770567,396.7445887445888
33,3,sr,4051_0_0,34,0,0,5.949,0.583,,0.0,13.17,357.0,13.0,387.60173160173173,82.28571428571422,310.02597402597405,407.82683982683983
34,3,sr,614_1_0,35,1,1,7.051,1.15,0.0,3.0,10.87,423.0,28.0,200.5887445887446,302.5454545454545,508.1212121212122,405.056277056277
35,3,svrt1,sample_0_4474,1,0,1,6.317,0.0,4.0,8.0,26.29,369.0,11.0,199.20346320346317,134.92640692640686,232.4502164502165,355.18614718614714
36,3,svrt1,sample_0_1519,2,0,1,10.459,4.718,,0.0,96.17,652.0,8.0,246.3030303030303,208.34632034632025,503.96536796536805,241.59307359307357
37,3,svrt1,sample_1_2354,3,1,1,6.002000000000002,2.517,0.0,2.0,20.67,358.0,14.0,142.40692640692637,140.4675324675324,182.5800865800865,324.7099567099566
38,3,svrt1,sample_1_1189,4,1,1,12.504,5.332999999999998,6.0,11.0,23.66,744.0,28.0,261.54112554112555,309.47186147186136,476.2597402597403,103.06493506493496
39,3,svrt1,sample_1_3979,5,1,1,1.91,1.3330000000000002,2.0,5.0,0.0,115.0,3.0,256.0,270.6839826839826,466.5627705627706,413.3679653679653
40,3,svrt1,sample_1_4361,6,1,1,0.929,0.5329999999999999,,0.0,0.0,56.0,6.0,278.16450216450215,116.91774891774885,201.97402597402595,278.9956709956709
41,3,svrt1,sample_0_2484,7,0,0,1.127,1.15,,0.0,0.0,68.0,22.0,296.17316017316017,233.28138528138518,416.6926406926407,363.49783549783547
42,3,svrt1,sample_1_4017,8,1,1,1.028,0.967,,0.0,0.0,62.0,9.0,312.7965367965368,170.94372294372292,294.7878787878788,348.2597402597402
43,3,svrt1,sample_0_3120,9,0,0,0.8320000000000001,0.583,,0.0,0.0,50.0,1.0,283.70562770562765,93.36796536796528,150.7186147186147,255.44588744588737
44,3,rbp5,single_chess_nomirror_00317,1,0,1,3.4930000000000003,0.0,1.0,5.0,0.0,210.0,16.0,197.8181818181818,141.85281385281377,197.8181818181818,479.8614718614718
45,3,rbp5,single_chess_nomirror_00417,2,0,1,7.412000000000001,1.955,2.0,4.0,32.55,467.0,12.0,16.346320346320287,267.91341991341983,463.7922077922078,269.29870129870125
46,3,rbp5,single_chess_nomirror_00257,3,0,0,9.2,4.066,1.0,11.0,0.91,552.0,22.0,62.06060606060601,252.6753246753246,492.88311688311694,252.6753246753246
47,3,rbp5,single_chess_nomirror_00442,4,0,0,8.221,1.3,2.0,4.0,2.64,493.0,19.0,55.134199134199065,262.3722943722944,510.8917748917749,267.91341991341983
48,3,rbp5,single_chess_nomirror_00426,5,0,0,11.925999999999998,0.867,0.0,1.0,5.03,716.0,12.0,225.52380952380955,177.8701298701298,243.53246753246756,485.4025974025973
49,3,rbp5,single_chess_nomirror_00409,6,0,0,14.044,0.6829999999999999,3.0,10.0,4.39,842.0,38.0,211.67099567099564,98.9090909090908,208.9004329004329,432.7619047619047
50,3,rbp5,single_chess_nomirror_00441,7,0,0,11.892,0.933,3.0,5.0,31.55,710.0,10.0,298.94372294372295,139.082251082251,296.17316017316017,428.60606060606057
51,3,rbp5,single_chess_mirror_00013,8,1,0,14.17,3.701,2.0,6.0,39.6,841.0,22.0,68.98701298701292,315.01298701298697,465.1774891774892,313.62770562770555
52,3,rbp5,single_chess_nomirror_00169,9,0,0,5.644,15.48,2.0,9.0,29.79,339.0,18.0,448.55411255411263,262.3722943722944,64.83116883116878,274.83982683982674
53,3,rbp5,single_chess_mirror_00401,10,1,0,2.417,0.55,1.0,4.0,0.0,146.0,2.0,340.5021645021645,198.6493506493506,78.68398268398259,341.33333333333326
54,3,rbp5,single_chess_nomirror_00163,11,0,0,10.497,28.137,0.0,7.0,8.73,630.0,37.0,125.7835497835497,91.98268398268392,334.96103896103904,346.87445887445887
55,3,rbp5,single_chess_mirror_00271,12,1,0,6.175,0.85,1.0,8.0,1.35,370.0,16.0,34.3549783549783,240.2077922077921,415.3073593073593,249.9047619047618
56,3,rbp5,single_chess_nomirror_00460,13,0,1,12.88,3.958,0.0,4.0,9.46,772.0,19.0,153.48917748917745,205.57575757575748,395.91341991342,417.5238095238095
57,3,rbp5,single_chess_mirror_00070,14,1,1,28.982,0.733,1.0,11.0,16.59,1736.0,4.0,12.190476190476119,249.9047619047618,397.2987012987013,252.6753246753246
58,3,rbp5,single_chess_nomirror_00010,15,0,1,7.635,0.633,3.0,10.0,17.47,458.0,6.0,243.53246753246756,154.32034632034623,250.45887445887445,471.5497835497834
59,3,rbp5,single_chess_nomirror_00047,16,0,0,54.32100000000001,0.65,2.0,10.0,5.71,3257.0,31.0,50.97835497835493,200.03463203463195,401.4545454545455,206.96103896103887
60,3,rbp5,single_chess_nomirror_00049,17,0,1,1.809,0.7170000000000001,1.0,3.0,0.92,109.0,3.0,265.6969696969697,155.70562770562762,256.0,466.008658008658
61,3,rbp5,single_chess_nomirror_00009,18,0,1,44.997,1.033,4.0,11.0,49.44,2702.0,68.0,117.47186147186142,287.30735930735926,510.8917748917749,281.76623376623365
62,3,rbp5,single_chess_mirror_00112,19,1,0,33.588,0.748,10.0,27.0,16.51,2005.0,38.0,368.2077922077922,209.73160173160164,19.11688311688306,291.4632034632034
63,3,rbp5,single_chess_nomirror_00352,20,0,0,3.872,0.7170000000000001,3.0,16.0,0.43,232.0,4.0,262.9264069264069,125.22943722943717,141.02164502164499,396.7445887445888
64,3,rbp5,single_chess_mirror_00313,21,1,1,47.242,1.033,12.0,55.0,8.59,2829.0,39.0,296.17316017316017,255.44588744588737,10.80519480519473,251.2900432900433
65,3,rbp5,single_chess_mirror_00119,22,1,1,11.755,0.716,7.0,26.0,0.14,705.0,14.0,135.48051948051943,273.4545454545454,491.4978354978357,272.06926406926397
66,3,rbp5,single_chess_mirror_00312,23,1,1,12.559,1.033,8.0,26.0,0.93,754.0,14.0,391.75757575757575,100.2943722943722,132.70995670995666,320.5541125541125
67,3,rbp5,single_chess_mirror_00179,24,1,1,12.432,1.263,6.0,27.0,15.63,742.0,17.0,217.2121212121212,69.81818181818176,222.7532467532468,460.46753246753235
68,3,rbp5,single_chess_mirror_00473,25,1,1,21.632,0.858,20.0,70.0,0.0,1298.0,22.0,347.42857142857144,148.7792207792207,118.85714285714285,472.9350649350649
69,3,rbp5,single_chess_mirror_00184,26,1,1,19.959,0.967,13.0,51.0,3.76,1198.0,15.0,221.36796536796533,121.07359307359295,219.982683982684,489.5584415584415
70,3,rbp1,single_chess_nomirror_00482,1,0,1,17.133,0.0,7.0,33.0,5.16,1027.0,94.0,21.887445887445807,201.41991341991334,469.33333333333337,201.41991341991334
71,3,rbp1,single_chess_mirror_00289,2,1,1,25.571,2.617,12.0,43.0,13.86,1530.0,60.0,64.83116883116878,302.5454545454545,477.64502164502176,301.1601731601731
72,3,rbp1,single_chess_mirror_00234,3,1,1,16.104,1.189,4.0,14.0,3.0,966.0,26.0,395.91341991342,109.99134199134191,131.3246753246753,421.6796536796536
73,3,rbp1,single_chess_mirror_00443,4,1,1,22.94,0.633,2.0,10.0,2.54,1376.0,93.0,21.887445887445807,306.70129870129864,499.8095238095239,309.47186147186136
74,3,rbp1,single_chess_mirror_00329,5,1,1,36.346,0.5329999999999999,2.0,8.0,4.72,2181.0,28.0,279.54978354978357,216.65800865800853,168.7272727272727,495.099567099567
75,3,rbp1,single_chess_nomirror_00419,6,0,0,27.708,0.95,3.0,12.0,1.69,1660.0,79.0,444.3982683982685,287.30735930735926,23.272727272727195,290.077922077922
76,3,rbp1,single_chess_nomirror_00284,7,0,0,18.748,0.583,6.0,26.0,3.02,1126.0,83.0,454.0952380952382,206.96103896103887,19.11688311688306,211.11688311688306
77,3,rbp1,single_chess_nomirror_00304,8,0,0,9.593,0.5329999999999999,2.0,6.0,0.0,576.0,26.0,472.1038961038962,256.83116883116884,19.11688311688306,256.83116883116884
78,3,sd,980_0_0,1,0,1,5.739,0.0,4.0,12.0,21.51,344.0,13.0,243.53246753246756,71.20346320346313,251.84415584415584,381.5064935064936
79,3,sd,8140_0_1,2,1,1,2.496,1.25,1.0,2.0,14.0,150.0,9.0,262.9264069264069,51.80952380952375,236.60606060606065,276.22510822510816
80,3,sd,6977_1_1,3,1,0,1.669,0.6659999999999999,,0.0,8.0,100.0,2.0,57.90476190476187,255.44588744588737,483.18614718614714,436.9177489177489
81,3,sd,3722_0_1,4,1,1,2.47,3.733,3.0,5.0,0.0,148.0,11.0,81.45454545454537,187.5670995670995,147.9480519480519,489.5584415584415
82,3,sd,1038_0_1,5,1,1,1.755,0.55,1.0,3.0,0.0,106.0,2.0,375.1341991341992,69.81818181818176,481.8008658008658,267.91341991341983
83,3,sd,3981_1_0,6,0,0,1.7519999999999998,0.883,0.0,2.0,0.0,105.0,3.0,452.70995670995666,222.1991341991341,132.70995670995666,313.62770562770555
84,3,sd,9983_0_1,7,1,1,1.689,0.767,0.0,2.0,1.0,100.0,2.0,200.5887445887446,18.562770562770428,98.07792207792204,201.41991341991334
85,3,sd,8734_0_0,8,0,0,0.959,0.7070000000000001,0.0,3.0,0.0,57.0,2.0,437.4718614718615,104.45021645021635,260.15584415584414,292.8484848484848
86,3,sd,5798_1_0,9,0,0,1.3730000000000002,0.633,2.0,4.0,0.0,82.0,2.0,62.06060606060601,313.62770562770555,344.65800865800867,330.2510822510821
87,3,sd,6925_0_0,10,0,0,1.3330000000000002,0.868,1.0,2.0,0.0,80.0,2.0,361.28138528138527,151.54978354978348,347.42857142857144,461.8528138528138
88,3,svrt19,sample_1_4813,1,1,1,7.441,0.0,3.0,9.0,16.14,446.0,18.0,192.27705627705623,121.07359307359295,341.8874458874459,439.6883116883116
89,3,svrt19,sample_0_1155,2,0,0,1.063,0.616,,0.0,0.0,64.0,5.0,57.90476190476187,326.095238095238,429.16017316017326,337.1774891774891
90,3,svrt19,sample_0_4272,3,0,0,1.503,1.933,,0.0,0.0,90.0,4.0,57.90476190476187,290.077922077922,447.16883116883116,292.8484848484848
91,3,svrt19,sample_1_4628,4,1,1,1.91,1.5759999999999998,,0.0,0.0,115.0,4.0,256.0,165.40259740259734,380.67532467532476,454.92640692640686
92,3,svrt19,sample_0_2574,5,0,0,1.209,1.167,0.0,1.0,0.0,73.0,7.0,256.0,115.53246753246742,434.7012987012987,377.35064935064935
93,3,svrt19,sample_0_1426,6,0,0,1.052,1.367,,0.0,0.0,63.0,2.0,305.8701298701298,103.06493506493496,81.45454545454537,290.077922077922
94,3,svrt19,sample_0_2778,7,0,0,3.379,1.3330000000000002,1.0,6.0,0.0,203.0,7.0,352.96969696969705,114.14718614718608,63.445887445887365,309.47186147186136
95,3,fp5,single_chess_mirror_00261,1,1,1,6.9529999999999985,0.0,6.0,18.0,2.39,418.0,19.0,256.0,5.0,256.0,510.0
96,3,fp5,single_chess_nomirror_00482,2,0,0,3.688,2.228,1.0,5.0,47.47,217.0,19.0,256.0,5.0,256.0,510.0
97,3,fp5,single_chess_mirror_00117,3,1,1,21.631,1.816,3.0,6.0,4.55,1298.0,48.0,256.0,5.0,256.0,510.0
98,3,fp5,single_chess_mirror_00389,4,1,1,19.088,0.85,4.0,8.0,9.82,1140.0,43.0,256.0,5.0,256.0,510.0
99,3,fp5,single_chess_mirror_00080,5,1,1,13.678,0.767,3.0,11.0,0.98,820.0,32.0,256.0,5.0,256.0,510.0
100,3,fp5,single_chess_nomirror_00376,6,0,0,1.976,0.784,,0.0,4.24,118.0,5.0,256.0,5.0,256.0,510.0
101,3,fp5,single_chess_mirror_00156,7,1,1,16.276,0.75,6.0,20.0,1.44,975.0,38.0,256.0,5.0,256.0,510.0
102,3,fp1,single_chess_mirror_00002,1,1,1,20.278,0.0,11.0,32.0,7.91,1213.0,55.0,256.0,5.0,256.0,510.0
103,3,fp1,single_chess_mirror_00217,2,1,1,11.15,0.7829999999999999,1.0,3.0,1.79,670.0,18.0,256.0,5.0,256.0,510.0
104,3,fp1,single_chess_nomirror_00049,3,0,1,17.533,0.599,2.0,18.0,2.19,1052.0,29.0,256.0,5.0,256.0,510.0
105,3,fp1,single_chess_nomirror_00083,4,0,0,14.371,9.122,2.0,6.0,9.78,859.0,29.0,256.0,5.0,256.0,510.0
106,3,fp1,single_chess_nomirror_00006,5,0,0,16.086,0.6829999999999999,4.0,14.0,1.04,964.0,22.0,256.0,5.0,256.0,510.0
107,3,fp1,single_chess_nomirror_00344,6,0,0,5.7479999999999976,0.6,1.0,4.0,0.0,345.0,4.0,256.0,5.0,256.0,510.0
108,3,fp1,single_chess_mirror_00323,7,1,1,27.171,0.967,2.0,6.0,4.66,1630.0,70.0,256.0,5.0,256.0,510.0
109,3,fp1,single_chess_nomirror_00163,8,0,0,19.455,0.6829999999999999,4.0,10.0,2.66,1167.0,29.0,256.0,5.0,256.0,510.0
110,3,fp1,single_chess_nomirror_00323,9,0,0,14.569,0.633,4.0,7.0,1.95,874.0,35.0,256.0,5.0,256.0,510.0
111,3,fp1,single_chess_mirror_00056,10,1,1,23.971,0.654,4.0,17.0,0.9,1438.0,43.0,256.0,5.0,256.0,510.0
112,3,svrt20,sample_0_0754,1,0,0,5.642,0.0,4.0,10.0,27.47,364.0,9.0,19.11688311688306,295.61904761904754,355.7402597402597,375.965367965368
113,3,svrt20,sample_0_3186,2,0,0,4.598,2.066,,0.0,17.75,276.0,33.0,242.1471861471861,121.07359307359295,510.8917748917749,187.5670995670995
114,3,svrt20,sample_0_1452,3,0,0,2.444,1.733,,0.0,0.68,146.0,8.0,197.8181818181818,213.88744588744584,199.20346320346317,496.4848484848485
115,3,svrt20,sample_0_0122,4,0,0,1.565,0.917,,0.0,4.26,94.0,2.0,244.9177489177489,369.038961038961,492.88311688311694,295.61904761904754
116,3,svrt20,sample_1_2832,5,1,1,2.991,0.6829999999999999,0.0,1.0,0.0,179.0,35.0,203.35930735930737,22.71861471861461,203.35930735930737,328.8658008658008
117,3,svrt20,sample_1_3296,6,1,1,2.73,2.484,,0.0,2.44,164.0,4.0,441.62770562770567,130.77056277056266,217.2121212121212,364.8831168831168
118,3,svrt20,sample_1_1369,7,1,1,3.392,1.367,,0.0,0.0,203.0,13.0,84.22510822510816,241.59307359307357,480.4155844155845,244.36363636363632
119,3,svrt21,sample_0_1379,1,0,0,4.394,0.0,0.0,4.0,0.76,264.0,19.0,52.363636363636296,290.077922077922,401.4545454545455,144.62337662337652
120,3,svrt21,sample_0_1818,2,0,0,1.824,1.916,0.0,2.0,0.0,110.0,12.0,293.4025974025974,18.562770562770428,192.27705627705623,245.7489177489177
121,3,svrt21,sample_1_0889,3,1,0,11.482,1.233,2.0,3.0,27.53,683.0,18.0,323.8787878787879,51.80952380952375,268.46753246753246,315.01298701298697
122,3,svrt21,sample_1_4261,4,1,0,3.063,3.706,,0.0,94.42,197.0,1.0,333.5757575757576,51.80952380952375,232.4502164502165,298.3896103896103
123,3,svrt21,sample_1_2759,5,1,0,13.834,8.503,4.0,8.0,4.82,830.0,16.0,361.28138528138527,245.7489177489177,109.16017316017307,420.2943722943722
124,3,svrt21,sample_1_1021,6,1,1,1.9,1.817,0.0,2.0,0.88,114.0,4.0,301.7142857142857,37.95670995670992,287.86147186147184,324.7099567099566
125,3,svrt21,sample_0_4964,7,0,0,2.658,1.483,2.0,7.0,0.63,159.0,4.0,78.68398268398259,109.99134199134191,346.0432900432901,187.5670995670995
126,3,svrt21,sample_0_0792,8,0,0,2.949,0.7,,0.0,4.52,177.0,6.0,60.6753246753246,212.50216450216442,437.4718614718615,212.50216450216442
127,3,svrt21,sample_1_4142,9,1,0,4.7330000000000005,0.6,0.0,1.0,7.39,284.0,13.0,340.5021645021645,170.94372294372292,45.437229437229384,387.0476190476191
128,3,svrt21,sample_1_4728,10,1,1,4.291,2.3680000000000003,0.0,3.0,5.84,257.0,25.0,298.94372294372295,8.865800865800793,159.030303030303,266.52813852813847
129,3,svrt21,sample_0_1378,11,0,0,4.213,0.716,0.0,1.0,2.37,253.0,6.0,323.8787878787879,233.28138528138518,225.52380952380955,431.3766233766234
130,3,svrt21,sample_0_4886,12,0,0,2.297,0.6829999999999999,,0.0,23.19,138.0,10.0,106.38961038961037,366.2683982683982,444.3982683982685,366.2683982683982
131,3,svrt21,sample_1_2476,13,1,0,1.953,0.868,,0.0,0.0,117.0,14.0,138.2510822510822,93.36796536796528,373.7489177489177,205.57575757575748
132,3,svrt21,sample_1_4135,14,1,0,8.562999999999999,15.666,3.0,10.0,4.67,514.0,12.0,497.03896103896113,116.91774891774885,305.8701298701298,267.91341991341983
133,3,svrt21,sample_0_1534,15,0,0,3.144,9.819,0.0,7.0,8.47,189.0,4.0,368.2077922077922,104.45021645021635,274.008658008658,297.0043290043289
134,3,svrt21,sample_0_0573,16,0,0,2.004,0.65,,0.0,0.83,120.0,34.0,103.61904761904758,104.45021645021635,279.54978354978357,377.35064935064935
135,3,svrt21,sample_0_4977,17,0,0,2.156,0.7,,0.0,4.65,129.0,42.0,434.7012987012987,91.98268398268392,429.16017316017326,370.4242424242424
136,3,svrt21,sample_0_2157,18,0,0,2.972,0.8,,0.0,3.93,178.0,16.0,387.60173160173173,144.62337662337652,268.46753246753246,366.2683982683982
137,3,svrt21,sample_0_2123,19,0,0,3.533,0.787,1.0,6.0,6.13,212.0,8.0,188.12121212121207,313.62770562770555,423.6190476190477,398.12987012987014
138,3,svrt21,sample_1_4615,20,1,1,6.858,0.748,0.0,13.0,0.97,412.0,12.0,463.7922077922078,148.7792207792207,236.60606060606065,308.08658008658
139,3,svrt21,sample_1_2994,21,1,1,1.86,0.917,0.0,1.0,0.0,112.0,19.0,84.22510822510816,166.7878787878787,404.22510822510816,219.42857142857133
140,3,cr5,single_chess_nomirror_00116,1,0,1,6.7189999999999985,0.0,3.0,8.0,28.5,400.0,44.0,174.26839826839824,338.5627705627705,351.5844155844156,154.32034632034623
141,3,cr5,single_chess_nomirror_00372,2,0,1,4.159,1.086,,0.0,13.25,249.0,19.0,152.1038961038961,183.4112554112553,412.5367965367967,348.2597402597402
142,3,cr5,single_chess_nomirror_00337,3,0,1,7.015,3.933,0.0,4.0,4.75,421.0,54.0,91.15151515151513,255.44588744588737,447.16883116883116,240.2077922077921
143,3,cr5,single_chess_mirror_00230,4,1,1,43.162,1.0,2.0,12.0,16.89,2587.0,39.0,68.98701298701292,245.7489177489177,431.93073593073603,245.7489177489177
144,3,cr5,single_chess_nomirror_00334,5,0,1,24.349,1.18,2.0,22.0,5.83,1458.0,8.0,114.70129870129864,200.03463203463195,458.2510822510823,306.70129870129864
145,3,cr5,single_chess_mirror_00182,6,1,0,26.777,0.833,8.0,27.0,12.94,1600.0,107.0,154.87445887445887,201.41991341991334,420.8484848484849,319.16883116883116
146,3,cr5,single_chess_mirror_00233,7,1,0,15.633,4.049,3.0,14.0,10.34,938.0,68.0,351.5844155844156,179.25541125541116,106.38961038961037,363.49783549783547
147,3,cr5,single_chess_mirror_00435,8,1,0,8.845,0.667,1.0,2.0,8.1,531.0,92.0,100.84848484848482,276.22510822510816,418.0779220779222,222.1991341991341
148,3,cr5,single_chess_nomirror_00469,9,0,1,4.455,0.818,,0.0,7.12,267.0,11.0,143.79220779220776,375.965367965368,372.3636363636364,116.91774891774885
149,3,cr5,single_chess_mirror_00064,10,1,0,0.476,0.5670000000000001,,0.0,0.0,29.0,,,,,
150,3,cr5,single_chess_mirror_00416,11,1,1,0.439,1.017,,0.0,0.0,27.0,,,,,
151,3,cr5,single_chess_mirror_00212,12,1,0,0.547,0.866,,0.0,0.0,33.0,,,,,
152,3,cr5,single_chess_mirror_00051,13,1,0,96.545,0.867,11.0,137.0,16.23,5785.0,253.0,63.445887445887365,251.2900432900433,477.64502164502176,249.9047619047618
153,3,cr5,single_chess_mirror_00221,14,1,0,23.116,2.6860000000000004,1.0,54.0,3.39,1387.0,171.0,117.47186147186142,211.11688311688306,431.93073593073603,290.077922077922
154,3,cr5,single_chess_nomirror_00169,15,0,1,21.634,3.744,3.0,8.0,4.55,1298.0,115.0,267.0822510822511,126.61471861471851,242.1471861471861,427.2207792207792
155,3,cr5,single_chess_mirror_00015,16,1,0,15.128,0.9,9.0,27.0,1.98,908.0,82.0,75.91341991341983,317.78354978354974,438.8571428571429,173.71428571428558
156,3,cr5,single_chess_nomirror_00427,17,0,1,95.741,0.75,9.0,25.0,11.08,5729.0,338.0,165.9567099567099,198.6493506493506,391.75757575757575,326.095238095238
157,3,cr5,single_chess_nomirror_00114,18,0,1,40.724,59.717,6.0,45.0,39.71,2463.0,137.0,92.53679653679649,285.92207792207785,426.38961038961037,206.96103896103887
158,3,cr5,single_chess_mirror_00273,19,1,1,17.93,2.009,0.0,26.0,32.08,1060.0,81.0,431.93073593073603,247.13419913419904,50.97835497835493,245.7489177489177
159,3,cr5,single_chess_mirror_00319,20,1,1,24.523000000000003,1.05,3.0,77.0,2.79,1471.0,175.0,56.51948051948046,244.36363636363632,458.2510822510823,245.7489177489177
160,3,cr5,single_chess_nomirror_00050,21,0,1,27.732,0.617,6.0,75.0,4.63,1664.0,115.0,441.62770562770567,280.3809523809523,45.437229437229384,211.11688311688306
161,3,cr5,single_chess_mirror_00164,22,1,0,58.32100000000001,1.722,9.0,33.0,8.26,3487.0,139.0,256.0,427.2207792207792,254.61471861471856,126.61471861471851
162,3,cr5,single_chess_mirror_00360,23,1,1,3.137,4.178,,0.0,88.61,202.0,6.0,135.48051948051943,224.96969696969688,404.22510822510816,274.83982683982674
163,3,cr5,single_chess_mirror_00085,24,1,1,11.454,1.167,4.0,20.0,21.87,695.0,26.0,358.51082251082255,200.03463203463195,102.23376623376622,324.7099567099566
164,3,cr5,single_chess_mirror_00048,25,1,0,2.389,1.117,2.0,5.0,0.0,143.0,18.0,171.49783549783547,136.3116883116882,401.4545454545455,436.9177489177489
165,3,cr5,single_chess_nomirror_00090,26,0,0,3.536,1.05,2.0,8.0,0.0,212.0,44.0,355.7402597402597,165.40259740259734,111.93073593073584,366.2683982683982
166,3,cr5,single_chess_nomirror_00145,27,0,1,5.634,0.55,1.0,2.0,9.32,322.0,57.0,114.70129870129864,238.8225108225108,430.5454545454546,258.21645021645014
167,3,cr5,single_chess_nomirror_00255,28,0,0,1.954,0.552,0.0,2.0,4.59,109.0,11.0,103.61904761904758,319.16883116883116,393.1428571428572,187.5670995670995
168,3,cr5,single_chess_nomirror_00058,29,0,0,2.25,0.589,,0.0,28.03,132.0,15.0,174.26839826839824,166.7878787878787,376.51948051948057,388.4329004329004
