,x,y,times
0,,,0.0
1,,,16.7
2,,,33.3
3,,,50.0
4,,,66.7
5,,,83.3
6,,,100.0
7,,,116.7
8,,,133.3
9,,,150.0
10,,,166.6
11,,,183.3
12,,,200.0
13,,,216.6
14,,,234.8
15,,,251.7
16,,,270.1
17,,,286.8
18,,,303.5
19,,,320.1
20,,,336.8
21,,,353.5
22,,,370.1
23,,,386.8
24,,,403.5
25,,,420.1
26,,,436.8
27,,,453.5
28,,,470.1
29,,,486.8
30,,,503.5
31,,,520.1
32,,,536.8
33,,,553.5
34,,,570.1
35,,,586.8
36,,,603.4
37,,,620.1
38,,,636.8
39,,,653.4
40,,,670.1
41,,,686.8
42,,,703.4
43,,,720.1
44,,,736.8
45,,,753.4
46,,,770.1
47,,,786.8
48,,,803.4
49,,,820.1
50,,,836.8
51,,,853.4
52,,,870.1
53,,,886.8
54,,,903.4
55,,,920.1
56,,,936.8
57,,,953.4
58,,,970.1
59,,,986.7
60,,,1003.4
61,,,1020.1
62,,,1036.7
63,,,1053.4
64,,,1070.1
65,,,1086.7
66,,,1103.4
67,,,1120.1
68,,,1136.7
69,,,1153.4
70,,,1170.1
71,,,1186.7
72,,,1203.4
73,,,1220.1
74,,,1236.7
75,,,1253.4
76,,,1270.1
77,,,1286.7
78,,,1303.4
79,,,1320.1
80,,,1336.7
81,,,1353.4
82,,,1370.0
83,,,1386.7
84,,,1403.4
85,,,1420.0
86,,,1436.7
87,,,1453.4
88,,,1470.0
89,,,1477.5
90,,,1495.0
91,,,1511.7
92,,,1528.3
93,,,1545.0
94,,,1561.7
95,,,1578.3
96,,,1595.0
97,,,1611.6
98,,,1628.3
99,,,1645.0
100,,,1661.6
101,,,1678.3
102,,,1695.0
103,,,1711.6
104,,,1728.3
105,,,1745.0
106,,,1761.6
107,,,1775.8
108,,,1793.5
109,,,1811.9
110,,,1828.5
111,,,1845.2
112,,,1861.9
113,,,1878.5
114,,,1895.2
115,,,1911.8
116,,,1928.5
117,,,1945.2
118,,,1961.8
119,,,1978.5
120,,,1995.2
121,,,2011.8
122,,,2028.5
123,,,2036.9
124,851.0,219.0,2054.1
125,,,2072.5
126,,,2089.8
127,,,2108.3
128,836.0,131.0,2125.7
129,,,2144.1
130,843.0,134.0,2161.6
131,,,2180.0
132,840.0,148.0,2197.3
133,,,2215.5
134,840.0,135.0,2232.6
135,,,2251.0
136,842.0,142.0,2268.3
137,,,2286.8
138,,,2303.8
139,,,2322.1
140,,,2339.5
141,880.0,396.0,2358.0
142,,,2375.4
143,,,2393.9
144,,,2411.4
145,,,2429.7
146,,,2447.3
147,,,2465.6
148,829.0,430.0,2483.1
149,,,2501.5
150,829.0,454.0,2518.8
151,860.0,492.0,2537.0
152,,,2554.0
153,848.0,498.0,2572.1
154,833.0,447.0,2589.4
155,867.0,504.0,2607.4
156,821.0,483.0,2624.7
157,873.0,415.0,2642.8
158,813.0,483.0,2659.7
159,814.0,489.0,2677.5
160,815.0,484.0,2695.3
161,816.0,484.0,2713.0
162,827.0,395.0,2730.9
163,833.0,207.0,2748.6
164,816.0,117.0,2766.2
165,818.0,144.0,2784.2
166,,,2801.9
167,827.0,128.0,2819.4
168,839.0,136.0,2837.1
169,832.0,142.0,2854.8
170,819.0,154.0,2872.4
171,823.0,155.0,2890.1
172,816.0,157.0,2907.7
173,811.0,152.0,2925.3
174,826.0,163.0,2942.8
175,820.0,145.0,2960.4
176,797.0,225.0,2978.1
177,,,2995.7
178,,,3013.5
179,,,3030.8
180,584.0,1236.0,3048.3
181,645.0,1205.0,3065.9
182,,,3083.8
183,807.0,153.0,3101.6
184,819.0,185.0,3119.1
185,823.0,199.0,3136.6
186,809.0,185.0,3154.4
187,818.0,181.0,3172.0
188,808.0,187.0,3189.6
189,,,3206.4
190,806.0,171.0,3223.9
191,806.0,196.0,3241.3
192,809.0,194.0,3259.0
193,822.0,234.0,3276.8
194,860.0,382.0,3295.0
195,873.0,493.0,3311.6
196,854.0,518.0,3328.3
197,858.0,496.0,3344.9
198,863.0,498.0,3361.6
199,835.0,495.0,3378.3
200,855.0,496.0,3395.4
201,862.0,508.0,3412.0
202,859.0,510.0,3428.7
203,873.0,511.0,3445.3
204,835.0,477.0,3462.0
205,834.0,485.0,3478.7
206,832.0,494.0,3495.3
207,835.0,487.0,3512.0
208,836.0,494.0,3528.7
209,836.0,467.0,3545.3
210,871.0,72.0,3561.9
211,820.0,147.0,3578.6
212,816.0,163.0,3595.3
213,818.0,142.0,3611.9
214,816.0,140.0,3628.6
215,822.0,167.0,3645.2
216,831.0,163.0,3661.9
217,831.0,163.0,3678.6
218,822.0,156.0,3695.2
219,820.0,172.0,3711.9
220,837.0,163.0,3728.6
221,838.0,175.0,3745.2
222,830.0,163.0,3761.9
223,829.0,171.0,3778.5
224,827.0,167.0,3795.4
225,841.0,159.0,3812.1
226,827.0,178.0,3828.8
227,832.0,176.0,3845.4
228,825.0,192.0,3862.1
229,869.0,401.0,3878.8
230,829.0,509.0,3895.4
231,851.0,524.0,3912.1
232,836.0,525.0,3928.7
233,799.0,585.0,3945.5
234,861.0,384.0,3962.1
235,833.0,524.0,3978.7
236,869.0,362.0,3995.4
237,821.0,554.0,4012.1
238,824.0,526.0,4028.7
239,845.0,522.0,4045.4
240,852.0,508.0,4062.0
241,850.0,488.0,4078.7
242,840.0,508.0,4095.4
243,829.0,539.0,4112.0
244,798.0,564.0,4128.7
245,841.0,508.0,4145.4
246,842.0,500.0,4162.0
247,843.0,511.0,4178.7
248,833.0,528.0,4195.4
249,844.0,515.0,4212.0
250,832.0,540.0,4228.7
251,845.0,514.0,4245.3
252,845.0,520.0,4262.0
253,848.0,355.0,4278.7
254,514.0,1100.0,4295.5
255,,,4312.2
256,807.0,105.0,4328.8
257,811.0,87.0,4345.5
258,820.0,93.0,4362.2
