,x,y,times
0,901.0,305.0,0.0
1,876.0,385.0,16.7
2,915.0,300.0,33.4
3,887.0,236.0,50.0
4,860.0,241.0,66.7
5,878.0,232.0,83.4
6,864.0,240.0,100.0
7,874.0,235.0,116.7
8,863.0,212.0,133.4
9,862.0,240.0,150.0
10,866.0,241.0,166.7
11,860.0,253.0,183.5
12,861.0,248.0,200.1
13,867.0,230.0,216.8
14,870.0,241.0,233.5
15,861.0,240.0,250.2
16,848.0,238.0,266.8
17,867.0,238.0,283.6
18,869.0,243.0,300.2
19,870.0,238.0,316.9
20,875.0,244.0,333.5
21,869.0,236.0,350.2
22,863.0,233.0,366.9
23,864.0,243.0,383.5
24,875.0,240.0,400.3
25,869.0,237.0,416.9
26,866.0,231.0,433.6
27,884.0,223.0,450.2
28,877.0,242.0,466.9
29,856.0,248.0,483.6
30,872.0,242.0,500.2
31,940.0,339.0,516.9
32,1002.0,469.0,533.6
33,1015.0,438.0,550.3
34,992.0,470.0,566.9
35,1008.0,457.0,583.6
36,1010.0,459.0,600.3
37,1019.0,469.0,617.0
38,1006.0,509.0,633.6
39,1028.0,472.0,650.3
40,1020.0,460.0,667.0
41,1009.0,458.0,683.7
42,1019.0,454.0,700.1
43,1014.0,474.0,716.8
44,1017.0,451.0,733.4
45,1022.0,479.0,750.1
46,1009.0,463.0,766.8
47,1014.0,459.0,783.4
48,1018.0,447.0,800.1
49,1028.0,448.0,816.8
50,1021.0,455.0,833.4
51,1016.0,460.0,850.1
52,1021.0,458.0,866.8
53,1021.0,445.0,883.4
54,1015.0,450.0,900.1
55,1027.0,458.0,916.8
56,990.0,547.0,933.4
57,1013.0,463.0,950.1
58,1013.0,466.0,966.8
59,,,983.4
60,,,1000.1
61,,,1016.7
62,,,1033.4
63,,,1050.1
64,929.0,294.0,1066.7
65,928.0,281.0,1083.4
66,932.0,272.0,1100.1
67,944.0,270.0,1116.7
68,938.0,285.0,1133.4
69,920.0,283.0,1150.1
70,932.0,288.0,1166.7
71,948.0,292.0,1183.4
72,933.0,280.0,1200.0
73,,,1215.8
74,931.0,287.0,1233.3
75,919.0,288.0,1250.0
76,914.0,265.0,1266.6
77,855.0,244.0,1283.4
78,856.0,225.0,1299.9
79,851.0,238.0,1316.6
80,858.0,234.0,1333.3
81,849.0,234.0,1349.9
82,851.0,239.0,1366.6
83,858.0,236.0,1383.2
84,870.0,238.0,1399.9
85,856.0,226.0,1416.6
86,867.0,250.0,1433.2
87,846.0,237.0,1449.9
88,850.0,246.0,1466.6
89,857.0,237.0,1483.4
90,868.0,221.0,1499.9
91,853.0,236.0,1516.5
92,863.0,241.0,1533.2
93,852.0,222.0,1549.9
94,851.0,249.0,1566.5
95,857.0,237.0,1583.2
96,827.0,249.0,1599.8
97,836.0,256.0,1616.5
98,847.0,251.0,1633.2
99,831.0,275.0,1649.8
100,833.0,231.0,1666.5
101,851.0,243.0,1683.3
102,842.0,252.0,1699.8
103,840.0,251.0,1716.7
104,830.0,260.0,1733.4
105,834.0,274.0,1750.0
106,821.0,266.0,1766.7
107,827.0,253.0,1783.4
108,836.0,250.0,1800.0
109,838.0,251.0,1816.7
110,853.0,257.0,1833.4
111,830.0,276.0,1850.0
112,849.0,234.0,1866.7
113,842.0,256.0,1883.4
114,845.0,255.0,1900.0
115,842.0,257.0,1916.7
116,841.0,242.0,1933.4
117,842.0,263.0,1950.0
118,839.0,248.0,1966.7
119,,,1983.4
120,837.0,259.0,2000.0
121,837.0,271.0,2016.7
122,,,2033.4
123,840.0,251.0,2050.0
124,848.0,245.0,2066.7
125,834.0,246.0,2083.4
126,934.0,382.0,2100.0
127,1037.0,510.0,2116.7
128,1086.0,608.0,2133.4
129,1072.0,668.0,2150.0
130,1067.0,647.0,2166.7
131,1076.0,641.0,2183.4
132,1056.0,662.0,2200.0
133,1065.0,626.0,2216.7
134,1054.0,640.0,2233.4
135,1038.0,669.0,2250.0
136,1062.0,636.0,2266.7
137,1042.0,643.0,2283.4
138,1048.0,691.0,2300.0
139,1085.0,616.0,2316.7
140,1066.0,631.0,2333.4
141,1077.0,632.0,2350.0
142,1055.0,606.0,2366.7
143,1038.0,480.0,2383.4
144,1046.0,516.0,2400.0
145,1033.0,470.0,2416.7
146,1036.0,458.0,2433.4
147,1043.0,482.0,2450.0
148,1022.0,506.0,2466.7
149,1042.0,460.0,2483.4
150,1035.0,475.0,2500.0
151,1040.0,455.0,2516.7
152,1030.0,483.0,2533.4
153,1029.0,489.0,2550.0
154,1064.0,538.0,2566.7
155,1141.0,744.0,2583.4
156,1141.0,745.0,2600.0
