,x,y,times
0,1012.0,305.0,0.0
1,990.0,283.0,16.7
2,1016.0,272.0,33.4
3,960.0,299.0,50.0
4,988.0,229.0,66.7
5,1031.0,229.0,83.4
6,1003.0,224.0,100.0
7,971.0,198.0,116.7
8,1008.0,275.0,133.4
9,997.0,310.0,150.0
10,973.0,302.0,166.7
11,964.0,326.0,183.4
12,988.0,272.0,200.0
13,1015.0,271.0,216.7
14,985.0,226.0,233.4
15,1012.0,295.0,250.0
16,1020.0,271.0,266.7
17,981.0,309.0,283.4
18,938.0,306.0,300.0
19,980.0,285.0,316.7
20,967.0,234.0,333.4
21,987.0,305.0,350.0
22,976.0,236.0,366.7
23,973.0,277.0,383.4
24,952.0,245.0,400.0
25,926.0,211.0,416.7
26,996.0,203.0,433.3
27,943.0,235.0,450.0
28,862.0,305.0,466.6
29,831.0,376.0,483.3
30,837.0,338.0,499.9
31,838.0,299.0,516.6
32,841.0,247.0,533.3
33,843.0,302.0,549.9
34,827.0,277.0,566.6
35,848.0,347.0,583.2
36,814.0,374.0,599.9
37,828.0,348.0,616.6
38,873.0,318.0,633.2
39,830.0,339.0,649.9
40,835.0,406.0,666.6
41,842.0,339.0,683.2
42,896.0,283.0,699.9
43,884.0,291.0,716.6
44,896.0,331.0,733.2
45,895.0,275.0,749.9
46,907.0,334.0,766.5
47,890.0,364.0,783.2
48,901.0,315.0,799.9
49,890.0,295.0,816.5
50,897.0,305.0,833.2
51,902.0,359.0,849.9
52,905.0,244.0,866.5
53,898.0,350.0,883.2
54,899.0,277.0,899.9
55,900.0,333.0,916.5
56,973.0,376.0,933.2
57,934.0,338.0,949.8
58,966.0,317.0,966.6
59,949.0,286.0,983.3
60,978.0,417.0,1000.0
61,942.0,326.0,1016.6
62,953.0,287.0,1033.3
63,943.0,379.0,1050.0
64,954.0,325.0,1066.7
65,973.0,324.0,1083.3
66,933.0,309.0,1100.0
67,946.0,317.0,1116.7
68,936.0,381.0,1133.3
69,931.0,326.0,1150.1
70,916.0,348.0,1166.7
71,963.0,344.0,1183.4
72,944.0,361.0,1200.0
73,943.0,351.0,1216.7
74,913.0,248.0,1233.4
75,918.0,318.0,1250.1
76,939.0,328.0,1266.7
77,954.0,275.0,1283.4
78,938.0,356.0,1300.1
79,907.0,368.0,1316.7
80,911.0,286.0,1333.4
81,907.0,332.0,1350.1
82,945.0,354.0,1366.7
83,917.0,305.0,1383.4
84,909.0,361.0,1400.1
85,928.0,315.0,1416.7
86,923.0,356.0,1433.4
87,902.0,343.0,1450.1
88,901.0,298.0,1466.8
89,921.0,321.0,1483.3
90,943.0,307.0,1499.9
91,945.0,305.0,1516.6
92,962.0,360.0,1533.3
93,915.0,338.0,1549.9
94,974.0,249.0,1566.6
95,1053.0,308.0,1583.3
96,1041.0,304.0,1599.9
97,1041.0,251.0,1616.6
98,1031.0,309.0,1633.3
99,1037.0,333.0,1649.9
100,1058.0,236.0,1666.6
101,1040.0,283.0,1683.3
102,1044.0,271.0,1699.9
103,1029.0,284.0,1716.6
104,1040.0,303.0,1733.3
105,1034.0,270.0,1749.9
106,1031.0,229.0,1766.6
107,1043.0,273.0,1783.3
108,1041.0,220.0,1799.9
109,1040.0,233.0,1816.6
110,1032.0,244.0,1833.3
111,1066.0,144.0,1849.9
112,1031.0,220.0,1866.6
113,1030.0,273.0,1883.3
114,1067.0,258.0,1899.9
115,1054.0,316.0,1916.6
116,1067.0,270.0,1933.3
117,1040.0,286.0,1949.9
118,1071.0,258.0,1966.6
119,1060.0,284.0,1983.0
120,1063.0,255.0,1999.7
121,1063.0,288.0,2016.3
122,1071.0,216.0,2033.0
123,1084.0,242.0,2049.7
124,1060.0,291.0,2066.3
125,1044.0,229.0,2083.0
126,1097.0,295.0,2099.6
127,1061.0,214.0,2116.3
128,1070.0,220.0,2132.9
129,1041.0,287.0,2149.6
130,1062.0,219.0,2166.3
131,1079.0,249.0,2182.9
132,1051.0,271.0,2199.6
133,1054.0,238.0,2216.2
134,1028.0,259.0,2232.9
135,1083.0,187.0,2249.6
136,1038.0,254.0,2266.2
137,1042.0,173.0,2282.9
138,1043.0,266.0,2299.5
139,1055.0,241.0,2316.2
140,1038.0,223.0,2332.8
141,1045.0,331.0,2349.5
142,1040.0,250.0,2366.2
143,1072.0,240.0,2382.8
144,1041.0,230.0,2399.5
145,1034.0,219.0,2416.1
146,1077.0,235.0,2432.8
147,1061.0,244.0,2449.4
148,1057.0,235.0,2466.1
149,1060.0,220.0,2482.8
150,1005.0,272.0,2499.9
151,991.0,282.0,2516.6
152,948.0,302.0,2533.2
153,971.0,254.0,2549.9
154,976.0,312.0,2566.6
155,1004.0,337.0,2583.2
156,1005.0,110.0,2599.9
157,973.0,284.0,2616.6
158,959.0,268.0,2633.2
159,969.0,316.0,2649.9
160,982.0,228.0,2666.5
161,985.0,247.0,2683.2
162,962.0,339.0,2699.9
163,989.0,295.0,2716.5
164,974.0,304.0,2733.2
165,964.0,270.0,2749.9
166,937.0,302.0,2766.5
167,930.0,342.0,2783.2
168,954.0,338.0,2799.9
169,930.0,295.0,2816.5
170,946.0,294.0,2833.2
171,915.0,349.0,2849.9
172,933.0,298.0,2866.5
173,958.0,228.0,2883.2
174,924.0,301.0,2899.9
175,941.0,340.0,2916.5
176,925.0,360.0,2933.2
177,902.0,333.0,2949.9
178,923.0,349.0,2966.5
179,960.0,385.0,2983.2
180,944.0,300.0,2999.9
181,937.0,339.0,3016.6
182,923.0,381.0,3033.3
183,950.0,385.0,3049.9
184,980.0,325.0,3066.6
185,921.0,241.0,3083.2
186,897.0,287.0,3099.9
187,933.0,363.0,3116.6
188,942.0,290.0,3133.3
189,939.0,355.0,3149.9
190,916.0,273.0,3166.6
191,955.0,286.0,3183.3
192,928.0,272.0,3199.9
193,944.0,346.0,3216.6
194,974.0,269.0,3233.3
195,910.0,249.0,3249.9
196,966.0,183.0,3266.6
197,971.0,301.0,3283.3
198,949.0,332.0,3299.9
199,953.0,272.0,3316.6
200,953.0,265.0,3333.3
201,976.0,215.0,3349.9
202,964.0,116.0,3366.6
203,929.0,296.0,3383.3
204,956.0,323.0,3399.9
205,963.0,311.0,3416.6
206,922.0,236.0,3433.3
207,954.0,228.0,3450.0
208,948.0,316.0,3466.6
209,937.0,295.0,3483.3
210,903.0,216.0,3499.9
211,913.0,322.0,3516.6
212,942.0,247.0,3533.2
213,941.0,201.0,3549.9
214,891.0,259.0,3566.5
215,934.0,212.0,3583.2
216,917.0,263.0,3599.9
217,863.0,225.0,3616.5
218,953.0,189.0,3633.2
219,936.0,219.0,3649.9
220,929.0,186.0,3666.5
221,889.0,225.0,3683.2
222,923.0,248.0,3699.9
223,906.0,250.0,3716.5
224,905.0,243.0,3733.2
225,931.0,295.0,3749.8
226,939.0,243.0,3766.5
227,1029.0,344.0,3783.2
228,1032.0,290.0,3799.8
229,1030.0,401.0,3816.5
230,1007.0,342.0,3833.2
231,1030.0,284.0,3849.8
232,1034.0,333.0,3866.5
233,1072.0,310.0,3883.2
234,1003.0,328.0,3899.8
235,1008.0,310.0,3916.5
236,1010.0,360.0,3933.2
237,999.0,321.0,3949.8
238,1037.0,310.0,3966.5
239,1017.0,266.0,3983.2
240,1025.0,296.0,3999.8
241,1032.0,298.0,4016.5
242,1040.0,298.0,4033.1
243,1056.0,328.0,4049.8
244,1041.0,367.0,4066.5
245,969.0,291.0,4083.1
246,2018.0,771.0,4099.8
247,,,4116.5
248,,,4133.1
249,,,4149.8
250,,,4166.4
251,1535.0,591.0,4183.1
252,2237.0,937.0,4199.8
253,1052.0,93.0,4216.4
254,1066.0,97.0,4233.1
255,1072.0,19.0,4249.8
256,1056.0,-8.0,4266.4
257,1064.0,284.0,4283.1
258,1045.0,331.0,4299.8
259,1063.0,323.0,4316.4
260,,,4332.2
261,1051.0,168.0,4350.5
262,1049.0,305.0,4367.2
263,1053.0,397.0,4383.8
264,1052.0,359.0,4400.5
265,993.0,342.0,4417.2
266,995.0,391.0,4433.8
267,992.0,387.0,4450.5
268,984.0,404.0,4467.1
269,1036.0,426.0,4483.8
270,1003.0,367.0,4500.5
271,979.0,333.0,4517.3
272,999.0,399.0,4533.9
273,987.0,370.0,4550.6
274,1005.0,359.0,4567.3
275,989.0,419.0,4583.9
276,972.0,420.0,4600.6
277,997.0,322.0,4617.3
278,1002.0,394.0,4633.9
279,989.0,412.0,4650.6
280,1004.0,382.0,4667.3
281,988.0,262.0,4683.9
282,974.0,391.0,4700.6
283,982.0,373.0,4717.3
284,957.0,311.0,4733.9
285,947.0,356.0,4750.6
286,966.0,367.0,4767.3
287,952.0,390.0,4783.9
288,972.0,394.0,4800.6
289,1008.0,426.0,4817.3
290,965.0,374.0,4834.0
291,969.0,387.0,4850.6
292,958.0,432.0,4867.3
293,956.0,403.0,4883.9
294,956.0,409.0,4900.7
295,957.0,365.0,4917.3
296,971.0,405.0,4933.9
297,976.0,384.0,4950.7
298,1053.0,482.0,4967.3
299,1032.0,411.0,4984.0
300,988.0,381.0,5000.7
301,1010.0,393.0,5017.3
302,982.0,362.0,5033.9
303,1028.0,363.0,5050.7
304,1009.0,402.0,5067.3
305,1022.0,363.0,5083.9
306,1025.0,415.0,5100.6
307,1023.0,375.0,5117.3
308,1018.0,394.0,5133.9
309,998.0,373.0,5150.6
310,1007.0,378.0,5167.3
311,1027.0,451.0,5183.9
312,1001.0,431.0,5200.6
313,1000.0,500.0,5217.3
314,1013.0,408.0,5233.9
315,994.0,408.0,5250.6
316,983.0,338.0,5267.3
317,1092.0,308.0,5283.9
318,1123.0,292.0,5300.6
319,1104.0,242.0,5317.3
320,1105.0,310.0,5333.9
321,1085.0,315.0,5350.6
322,1092.0,291.0,5367.3
323,1141.0,327.0,5383.9
324,1108.0,345.0,5400.6
325,1105.0,303.0,5417.3
326,1148.0,226.0,5433.9
327,1087.0,343.0,5450.6
328,1101.0,318.0,5467.3
329,1106.0,301.0,5483.9
330,1055.0,307.0,5500.6
331,1105.0,358.0,5517.3
332,1096.0,361.0,5533.9
333,1099.0,299.0,5550.6
334,1123.0,283.0,5567.2
335,1095.0,336.0,5583.9
336,918.0,322.0,5600.6
337,849.0,323.0,5617.2
338,886.0,245.0,5633.9
339,873.0,359.0,5650.6
340,861.0,215.0,5667.2
341,846.0,296.0,5683.9
342,853.0,325.0,5700.6
343,837.0,333.0,5717.2
344,863.0,302.0,5733.9
345,874.0,317.0,5750.6
346,868.0,331.0,5767.2
347,807.0,283.0,5783.9
348,820.0,305.0,5800.5
349,813.0,284.0,5817.2
350,812.0,380.0,5833.9
351,827.0,314.0,5850.6
352,817.0,318.0,5867.2
353,818.0,282.0,5883.9
354,814.0,322.0,5900.5
355,837.0,282.0,5917.2
356,804.0,349.0,5933.9
357,811.0,314.0,5950.5
358,850.0,299.0,5967.2
359,835.0,279.0,5983.9
360,831.0,348.0,6000.5
361,830.0,238.0,6017.2
362,853.0,281.0,6033.9
363,842.0,279.0,6050.5
364,851.0,310.0,6067.2
365,842.0,241.0,6083.9
366,846.0,249.0,6100.5
367,881.0,257.0,6117.2
368,852.0,286.0,6133.9
369,838.0,329.0,6150.5
370,845.0,241.0,6167.2
371,857.0,257.0,6183.9
372,989.0,231.0,6200.5
373,967.0,231.0,6217.2
374,970.0,155.0,6233.8
375,966.0,222.0,6250.5
376,979.0,219.0,6267.2
377,964.0,216.0,6283.8
378,977.0,181.0,6300.5
379,953.0,221.0,6317.2
380,975.0,224.0,6333.8
381,991.0,214.0,6350.5
382,994.0,227.0,6367.2
383,937.0,293.0,6383.8
384,991.0,154.0,6400.5
385,972.0,197.0,6417.2
386,979.0,295.0,6433.8
387,995.0,275.0,6450.5
388,964.0,216.0,6467.1
389,971.0,194.0,6483.9
390,964.0,286.0,6500.5
391,983.0,230.0,6517.1
392,962.0,244.0,6533.9
393,981.0,221.0,6550.5
394,951.0,294.0,6567.2
395,989.0,242.0,6583.9
396,1076.0,238.0,6600.5
397,1091.0,272.0,6617.2
398,1108.0,279.0,6633.9
399,1119.0,159.0,6650.5
400,1133.0,380.0,6667.2
401,1098.0,274.0,6683.9
402,1116.0,263.0,6700.6
403,1070.0,271.0,6717.2
404,1114.0,287.0,6733.9
405,1090.0,231.0,6750.6
406,1090.0,248.0,6767.2
407,1080.0,359.0,6783.9
408,1131.0,285.0,6800.6
409,1077.0,273.0,6817.2
410,1096.0,290.0,6833.9
411,1134.0,315.0,6850.6
412,1103.0,317.0,6867.2
413,1102.0,276.0,6883.9
414,1127.0,365.0,6900.6
415,1105.0,342.0,6917.2
416,1030.0,308.0,6933.9
417,1026.0,309.0,6950.6
418,1072.0,229.0,6967.2
419,1061.0,231.0,6983.9
420,1078.0,310.0,7000.6
421,1098.0,307.0,7017.2
422,1083.0,301.0,7033.9
423,1015.0,256.0,7050.5
424,1077.0,278.0,7067.1
425,1092.0,223.0,7083.8
426,1051.0,292.0,7100.5
427,1061.0,266.0,7117.1
428,1060.0,330.0,7133.8
429,1075.0,256.0,7150.5
430,1064.0,298.0,7167.1
431,1072.0,347.0,7183.8
432,1067.0,330.0,7200.5
433,1071.0,320.0,7217.1
434,1086.0,246.0,7233.8
435,1071.0,295.0,7250.5
