,x,y,times
0,1000.0,331.0,0.0
1,995.0,328.0,16.7
2,1001.0,329.0,33.4
3,989.0,336.0,50.0
4,999.0,322.0,66.7
5,1000.0,335.0,83.3
6,995.0,331.0,100.1
7,,,115.2
8,969.0,315.0,133.3
9,,,150.0
10,,,166.6
11,,,183.3
12,989.0,312.0,199.9
13,,,216.6
14,986.0,327.0,233.3
15,1007.0,363.0,249.9
16,995.0,329.0,266.6
17,1001.0,360.0,283.2
18,1005.0,331.0,299.9
19,1020.0,396.0,316.7
20,1045.0,369.0,333.6
21,,,349.2
22,,,367.3
23,,,385.0
24,1040.0,380.0,402.0
25,1024.0,391.0,418.6
26,1047.0,388.0,435.3
27,1041.0,401.0,451.9
28,1036.0,389.0,468.6
29,1044.0,390.0,485.3
30,1036.0,378.0,501.9
31,1048.0,383.0,518.6
32,1038.0,356.0,535.2
33,,,550.5
34,1050.0,397.0,568.6
35,1035.0,386.0,585.2
36,1036.0,399.0,601.9
37,1044.0,397.0,618.6
38,1033.0,392.0,635.2
39,1043.0,392.0,651.9
40,1043.0,384.0,668.6
41,1123.0,344.0,685.2
42,1119.0,361.0,701.9
43,1128.0,354.0,718.5
44,1130.0,349.0,735.2
45,1122.0,347.0,751.9
46,1121.0,351.0,768.5
47,1123.0,355.0,785.2
48,1123.0,364.0,801.9
49,1127.0,351.0,818.5
50,1147.0,360.0,835.2
51,1130.0,362.0,851.8
52,1137.0,359.0,868.5
53,1133.0,367.0,885.2
54,1142.0,364.0,901.8
55,1128.0,368.0,918.7
56,1127.0,382.0,935.3
57,1129.0,344.0,952.0
58,1123.0,368.0,968.7
59,1130.0,362.0,985.3
60,1143.0,393.0,1002.0
61,,,1018.7
62,,,1035.3
63,,,1052.0
64,,,1068.7
65,,,1085.3
66,,,1102.0
67,1135.0,364.0,1118.7
68,1128.0,363.0,1135.4
69,1129.0,350.0,1152.0
70,1141.0,354.0,1168.7
71,1127.0,323.0,1185.4
72,1133.0,343.0,1202.0
73,1130.0,355.0,1218.7
74,1149.0,343.0,1235.4
75,,,1250.6
76,1142.0,332.0,1268.7
77,1134.0,381.0,1285.4
78,1154.0,353.0,1302.0
79,1095.0,318.0,1318.7
80,1004.0,233.0,1335.4
81,985.0,247.0,1352.0
82,982.0,230.0,1368.7
83,1006.0,243.0,1385.4
