,x,y,times
0,964.0,406.0,0.0
1,960.0,371.0,16.7
2,959.0,351.0,33.3
3,,,49.9
4,937.0,356.0,67.0
5,951.0,316.0,84.1
6,946.0,346.0,101.4
7,960.0,371.0,118.6
8,,,134.9
9,953.0,373.0,153.1
10,933.0,349.0,169.7
11,960.0,365.0,186.4
12,956.0,361.0,203.0
13,957.0,367.0,219.7
14,938.0,374.0,236.4
15,944.0,377.0,253.0
16,954.0,352.0,269.7
17,940.0,358.0,286.4
18,949.0,354.0,303.0
19,957.0,356.0,319.7
20,966.0,358.0,336.4
21,950.0,334.0,353.0
22,956.0,339.0,369.6
23,941.0,359.0,386.3
24,994.0,378.0,402.9
25,973.0,374.0,419.6
26,951.0,369.0,436.3
27,952.0,361.0,452.9
28,962.0,359.0,469.6
29,950.0,349.0,486.3
30,968.0,340.0,502.9
31,940.0,485.0,519.6
32,3052.0,1148.0,536.3
33,,,552.9
34,,,569.6
35,,,586.2
36,,,602.9
37,,,619.6
38,,,636.3
39,,,652.9
40,,,669.6
41,,,686.3
42,,,702.9
43,,,719.6
44,,,736.3
45,,,753.2
46,,,770.5
47,,,787.9
48,,,805.4
49,,,823.1
50,,,839.8
51,963.0,307.0,857.9
52,,,874.5
53,,,892.6
54,,,908.9
55,,,927.0
56,,,944.8
57,,,961.3
58,,,979.4
59,,,997.3
60,,,1013.9
61,,,1030.7
62,,,1047.4
63,,,1064.1
64,,,1080.8
65,,,1097.4
66,,,1114.1
67,,,1130.8
68,,,1147.6
69,,,1164.6
70,,,1182.4
71,,,1200.7
72,,,1218.8
73,,,1237.1
74,,,1255.6
75,,,1273.5
76,,,1292.0
77,,,1310.0
78,,,1328.2
79,,,1346.4
80,,,1364.5
81,,,1382.8
82,,,1401.2
83,,,1419.0
84,,,1436.6
85,,,1453.3
86,,,1469.9
87,,,1486.6
88,,,1503.3
89,,,1519.9
90,,,1526.5
91,,,1544.6
92,,,1562.6
93,,,1580.5
94,,,1598.4
95,,,1615.0
96,,,1631.7
97,,,1648.4
98,,,1665.0
99,,,1681.7
100,,,1698.4
101,,,1715.0
102,,,1731.7
103,852.0,271.0,1749.5
104,,,1765.3
105,822.0,294.0,1783.1
106,,,1798.8
107,817.0,303.0,1816.3
108,833.0,290.0,1833.0
109,834.0,317.0,1849.6
110,,,1867.6
111,,,1885.3
112,,,1903.0
113,830.0,310.0,1920.5
114,840.0,315.0,1937.1
115,865.0,318.0,1953.9
116,847.0,329.0,1970.5
117,845.0,321.0,1987.2
118,,,2003.8
119,848.0,302.0,2020.5
120,830.0,292.0,2037.1
121,,,2053.8
122,835.0,326.0,2070.5
123,,,2087.2
124,845.0,357.0,2103.8
125,877.0,341.0,2120.4
126,,,2137.9
127,,,2154.9
128,,,2172.0
129,,,2189.4
130,,,2206.3
131,,,2223.6
132,,,2241.0
133,,,2258.5
134,,,2276.1
135,,,2293.7
136,,,2311.5
137,,,2329.3
138,,,2347.0
139,,,2364.7
140,,,2382.6
141,,,2400.6
142,,,2418.3
143,,,2435.9
144,,,2453.8
145,,,2471.5
146,,,2488.5
147,,,2506.6
148,,,2523.4
149,,,2541.5
150,,,2558.1
151,,,2576.2
152,,,2593.0
153,,,2611.1
154,,,2628.0
155,1145.0,319.0,2645.9
156,1130.0,312.0,2662.5
157,1124.0,306.0,2679.2
158,1148.0,318.0,2695.9
159,1134.0,343.0,2712.5
160,1139.0,323.0,2729.2
161,1128.0,321.0,2745.8
162,1141.0,312.0,2762.5
163,1138.0,334.0,2779.2
164,1143.0,331.0,2795.8
165,1134.0,325.0,2812.5
166,1143.0,319.0,2829.2
167,1130.0,333.0,2845.8
168,1142.0,325.0,2862.5
169,1125.0,328.0,2879.2
170,1130.0,339.0,2895.8
171,1134.0,333.0,2912.8
172,1124.0,337.0,2929.4
173,1120.0,315.0,2946.1
174,1114.0,362.0,2962.7
175,1055.0,345.0,2979.4
176,973.0,332.0,2996.1
177,946.0,339.0,3012.7
178,923.0,291.0,3029.4
179,927.0,344.0,3046.1
180,952.0,342.0,3062.7
181,933.0,299.0,3079.4
182,923.0,293.0,3096.1
183,918.0,300.0,3112.7
184,925.0,276.0,3129.4
185,928.0,301.0,3146.1
186,929.0,316.0,3162.7
187,920.0,309.0,3179.4
188,917.0,283.0,3196.1
189,923.0,317.0,3212.7
190,921.0,304.0,3229.4
191,925.0,315.0,3246.1
192,921.0,324.0,3262.7
193,939.0,308.0,3279.4
194,938.0,305.0,3296.1
195,919.0,305.0,3312.7
196,936.0,311.0,3329.4
197,934.0,301.0,3346.1
198,933.0,293.0,3362.7
199,899.0,302.0,3379.4
200,886.0,303.0,3396.1
201,890.0,317.0,3412.8
202,886.0,296.0,3429.5
203,890.0,316.0,3446.1
204,894.0,326.0,3462.8
205,882.0,286.0,3479.5
206,888.0,319.0,3496.1
207,902.0,319.0,3512.8
208,899.0,322.0,3529.4
209,892.0,313.0,3546.1
210,891.0,306.0,3562.8
211,896.0,288.0,3579.5
212,905.0,290.0,3596.1
213,893.0,301.0,3612.8
214,887.0,304.0,3629.5
215,891.0,313.0,3646.1
216,892.0,295.0,3662.8
217,895.0,296.0,3679.5
218,891.0,312.0,3696.2
219,880.0,303.0,3712.8
220,903.0,299.0,3729.4
221,887.0,296.0,3746.2
222,884.0,253.0,3762.8
223,882.0,296.0,3779.5
224,896.0,291.0,3796.2
225,885.0,268.0,3812.8
226,898.0,306.0,3829.5
227,897.0,303.0,3846.2
228,883.0,312.0,3862.8
229,836.0,280.0,3879.5
230,831.0,289.0,3896.2
231,838.0,290.0,3912.8
232,825.0,283.0,3929.4
233,835.0,286.0,3946.1
234,837.0,285.0,3962.7
235,835.0,285.0,3979.4
236,832.0,299.0,3996.1
237,844.0,287.0,4012.7
238,1027.0,270.0,4029.4
239,1099.0,285.0,4046.1
240,1088.0,278.0,4062.7
241,1096.0,287.0,4079.4
242,1090.0,271.0,4096.1
243,1089.0,272.0,4112.7
244,1098.0,279.0,4129.4
245,1102.0,281.0,4146.1
246,1104.0,264.0,4162.7
247,1103.0,269.0,4179.4
248,1090.0,283.0,4196.1
249,1098.0,261.0,4212.7
250,1101.0,273.0,4229.4
