,x,y,times
0,1019.0,601.0,0.0
1,1031.0,441.0,17.1
2,1038.0,490.0,34.0
3,1042.0,440.0,51.1
4,1056.0,492.0,67.9
5,1046.0,477.0,84.7
6,1049.0,469.0,101.4
7,1033.0,487.0,118.2
8,1038.0,478.0,134.9
9,1032.0,506.0,151.5
10,1034.0,518.0,168.2
11,1045.0,470.0,184.9
12,1037.0,509.0,201.5
13,1040.0,491.0,218.2
14,1030.0,483.0,234.9
15,1032.0,480.0,251.5
16,1024.0,514.0,268.2
17,900.0,403.0,284.9
18,855.0,342.0,301.5
19,876.0,357.0,318.2
20,854.0,363.0,334.9
21,857.0,368.0,351.5
22,848.0,349.0,368.2
23,850.0,341.0,384.9
24,869.0,348.0,401.5
25,867.0,367.0,418.2
26,860.0,365.0,434.9
27,858.0,361.0,451.5
28,862.0,360.0,468.2
29,862.0,363.0,484.9
30,853.0,373.0,501.5
31,859.0,376.0,518.2
32,855.0,363.0,534.9
33,885.0,303.0,551.5
34,887.0,250.0,568.2
35,889.0,264.0,584.8
36,884.0,266.0,601.5
37,887.0,268.0,618.2
38,903.0,254.0,634.9
39,891.0,273.0,651.5
40,888.0,261.0,668.2
41,896.0,265.0,684.9
42,872.0,281.0,701.5
43,891.0,258.0,718.2
44,895.0,274.0,734.9
45,890.0,299.0,751.5
46,973.0,526.0,768.2
47,1003.0,897.0,784.9
48,1063.0,1118.0,801.5
49,1190.0,1356.0,818.2
50,,,834.9
51,,,851.6
52,,,868.2
53,,,884.9
54,,,901.6
55,,,918.2
56,,,934.9
57,,,951.6
58,,,968.2
59,,,984.9
60,,,1001.6
61,,,1018.3
62,,,1034.9
63,,,1051.6
64,,,1068.2
65,,,1084.9
66,,,1101.6
67,,,1117.4
68,,,1134.9
69,,,1150.7
70,,,1168.3
71,,,1185.2
72,,,1201.4
73,,,1219.0
74,,,1236.1
75,894.0,1246.0,1253.3
76,857.0,886.0,1270.6
77,828.0,779.0,1288.1
78,759.0,587.0,1305.7
79,757.0,505.0,1323.0
80,728.0,513.0,1340.3
81,738.0,478.0,1357.9
82,757.0,483.0,1375.4
83,753.0,470.0,1392.6
84,,,1408.8
