,x,y,times
0,,,0.0
1,,,16.7
2,,,32.4
3,916.0,302.0,50.4
4,,,66.3
5,917.0,319.0,84.2
6,,,100.1
7,920.0,299.0,118.1
8,,,134.3
9,912.0,296.0,152.3
10,,,168.3
11,924.0,317.0,186.3
12,924.0,303.0,203.0
13,920.0,296.0,219.6
14,905.0,311.0,236.3
15,808.0,411.0,253.1
16,788.0,414.0,269.7
17,790.0,406.0,286.7
18,790.0,411.0,303.4
19,788.0,415.0,320.0
20,778.0,409.0,336.7
21,788.0,430.0,353.5
22,782.0,413.0,370.0
23,776.0,409.0,386.7
24,783.0,420.0,403.4
25,783.0,431.0,420.1
26,791.0,420.0,436.7
27,764.0,433.0,453.4
28,773.0,427.0,470.1
29,763.0,430.0,486.7
30,763.0,434.0,503.4
31,764.0,427.0,520.1
32,766.0,429.0,536.7
33,768.0,426.0,553.4
34,772.0,426.0,570.1
35,766.0,427.0,586.7
36,770.0,423.0,603.4
37,770.0,418.0,620.1
38,873.0,407.0,636.7
39,1030.0,357.0,653.4
40,1073.0,299.0,670.1
41,1083.0,299.0,686.7
42,1090.0,301.0,703.4
43,1088.0,303.0,720.1
44,1063.0,333.0,736.7
45,1078.0,305.0,753.4
46,1062.0,335.0,769.9
47,1086.0,302.0,786.6
48,1083.0,303.0,803.3
49,1110.0,304.0,819.9
50,1100.0,307.0,836.6
51,1100.0,307.0,853.2
52,1102.0,308.0,869.9
53,1104.0,314.0,886.6
54,1100.0,311.0,903.2
55,1090.0,358.0,919.9
56,1096.0,368.0,936.6
57,1090.0,358.0,953.2
58,1109.0,317.0,969.9
59,1094.0,368.0,986.6
60,1030.0,328.0,1003.2
61,826.0,412.0,1019.9
62,814.0,412.0,1036.5
63,802.0,406.0,1053.2
64,805.0,418.0,1069.9
65,813.0,415.0,1086.5
66,815.0,414.0,1103.2
67,806.0,417.0,1119.9
68,796.0,420.0,1136.5
69,803.0,411.0,1153.2
70,816.0,434.0,1169.8
71,804.0,420.0,1186.5
72,810.0,416.0,1203.2
73,810.0,419.0,1219.8
74,810.0,418.0,1236.5
75,806.0,424.0,1253.2
76,804.0,426.0,1269.9
77,805.0,420.0,1286.7
78,942.0,374.0,1303.3
79,1049.0,329.0,1319.9
80,1042.0,330.0,1336.6
81,1055.0,345.0,1353.3
82,1053.0,343.0,1369.9
83,1067.0,296.0,1386.6
84,1068.0,292.0,1403.3
85,1071.0,296.0,1419.9
86,1075.0,296.0,1436.6
87,1070.0,297.0,1453.3
88,1068.0,291.0,1469.9
89,1072.0,297.0,1486.6
90,1072.0,298.0,1503.2
91,1076.0,301.0,1519.9
92,1066.0,306.0,1536.6
93,1068.0,293.0,1553.2
94,1077.0,302.0,1569.9
95,1065.0,295.0,1586.6
