,x,y,times
0,,,0.0
1,,,16.7
2,,,33.3
3,,,50.0
4,,,66.7
5,,,83.3
6,,,100.0
7,,,116.6
8,,,133.3
9,,,150.0
10,,,166.6
11,,,183.3
12,,,200.0
13,,,216.6
14,,,233.3
15,,,250.0
16,,,266.6
17,,,283.3
18,,,300.0
19,,,316.6
20,,,333.3
21,,,350.0
22,,,366.6
23,,,383.3
24,,,400.0
25,,,416.6
26,,,433.3
27,,,450.0
28,,,466.6
29,,,483.3
30,,,500.0
31,,,516.6
32,,,533.3
33,,,549.9
34,,,566.6
35,,,583.3
36,,,599.9
37,,,612.4
38,,,629.5
39,,,647.8
40,,,664.5
41,,,681.1
42,,,697.8
43,,,714.5
44,,,731.1
45,1053.0,232.0,741.3
46,1043.0,234.0,758.6
47,1056.0,246.0,775.8
48,1042.0,251.0,793.0
49,1058.0,243.0,810.3
50,1050.0,246.0,827.4
51,,,844.0
52,1060.0,248.0,861.5
53,,,878.0
54,1064.0,261.0,895.5
55,1066.0,259.0,912.1
56,1083.0,245.0,928.7
57,1085.0,265.0,945.4
58,1086.0,260.0,962.1
59,1080.0,264.0,978.8
60,1089.0,266.0,995.4
61,1090.0,260.0,1012.1
62,1086.0,267.0,1028.8
63,1093.0,268.0,1045.4
64,1087.0,274.0,1062.1
65,1098.0,269.0,1078.8
66,1086.0,297.0,1095.4
67,1084.0,277.0,1112.0
68,1084.0,277.0,1128.7
69,1087.0,278.0,1145.4
70,1088.0,281.0,1162.0
71,1089.0,278.0,1178.7
72,1086.0,277.0,1195.4
73,1082.0,273.0,1212.0
74,1080.0,272.0,1228.7
75,1087.0,276.0,1245.4
76,1086.0,276.0,1262.0
77,1086.0,283.0,1278.7
78,1082.0,284.0,1295.4
79,1072.0,274.0,1312.0
80,934.0,169.0,1328.7
81,,,1345.4
82,,,1362.0
83,,,1378.7
84,,,1395.3
85,,,1412.0
86,,,1428.7
87,,,1445.3
88,,,1462.0
89,,,1478.7
90,,,1495.3
91,,,1512.0
92,883.0,149.0,1528.7
93,883.0,149.0,1545.4
94,888.0,147.0,1562.0
95,885.0,152.0,1578.7
96,890.0,157.0,1595.4
97,,,1611.2
98,886.0,160.0,1628.7
99,883.0,166.0,1645.4
100,887.0,169.0,1662.0
101,887.0,170.0,1678.7
102,884.0,176.0,1695.4
103,886.0,183.0,1712.0
104,884.0,172.0,1728.7
105,887.0,190.0,1745.4
106,887.0,181.0,1762.0
107,886.0,191.0,1778.7
108,885.0,185.0,1795.4
109,890.0,179.0,1812.0
110,878.0,189.0,1828.7
111,880.0,187.0,1845.4
112,880.0,183.0,1862.0
113,881.0,199.0,1878.7
114,871.0,196.0,1895.4
115,,,1912.0
116,,,1928.7
117,,,1945.3
118,,,1962.0
119,,,1978.7
120,,,1995.3
121,,,2012.0
122,,,2028.7
123,,,2045.3
124,,,2062.0
125,,,2078.7
126,,,2095.3
127,,,2112.0
128,,,2128.7
129,,,2145.4
130,,,2162.0
131,,,2178.7
132,,,2195.4
133,,,2211.3
134,1003.0,263.0,2228.7
135,1022.0,216.0,2245.5
136,1005.0,238.0,2262.3
137,1032.0,222.0,2279.1
138,1028.0,212.0,2296.0
139,1029.0,209.0,2312.6
140,1028.0,209.0,2329.6
141,1030.0,201.0,2346.7
142,1019.0,205.0,2363.8
143,839.0,295.0,2380.5
144,607.0,388.0,2397.1
145,394.0,481.0,2413.8
146,277.0,586.0,2430.4
147,290.0,592.0,2447.1
148,284.0,602.0,2463.8
149,268.0,613.0,2480.4
150,292.0,600.0,2497.1
151,269.0,622.0,2513.8
152,274.0,623.0,2530.4
153,264.0,613.0,2547.1
154,255.0,613.0,2563.8
155,242.0,650.0,2580.4
156,225.0,667.0,2597.1
157,211.0,657.0,2613.7
158,219.0,666.0,2630.4
159,214.0,657.0,2647.1
160,213.0,661.0,2663.9
161,223.0,666.0,2681.2
162,223.0,677.0,2698.5
163,223.0,656.0,2715.1
164,221.0,662.0,2731.8
165,222.0,665.0,2748.5
166,212.0,666.0,2765.1
167,217.0,674.0,2781.8
168,223.0,671.0,2798.5
169,215.0,666.0,2815.1
170,214.0,654.0,2831.8
171,220.0,669.0,2848.4
172,209.0,659.0,2865.1
173,214.0,657.0,2881.8
174,208.0,659.0,2898.5
175,214.0,663.0,2915.1
176,213.0,655.0,2931.8
177,220.0,656.0,2948.5
178,453.0,539.0,2965.1
179,656.0,367.0,2981.8
180,847.0,297.0,2998.5
181,924.0,213.0,3015.1
182,956.0,191.0,3031.8
183,964.0,213.0,3048.5
184,957.0,214.0,3065.1
185,946.0,197.0,3081.8
186,954.0,222.0,3098.5
187,958.0,219.0,3115.1
188,953.0,214.0,3131.8
189,969.0,214.0,3148.4
190,958.0,224.0,3165.1
191,956.0,223.0,3181.8
192,949.0,228.0,3198.4
193,953.0,211.0,3215.1
194,1000.0,238.0,3231.8
195,1073.0,240.0,3248.4
196,1061.0,244.0,3265.1
197,1068.0,246.0,3281.8
198,1060.0,243.0,3298.4
199,1058.0,242.0,3315.1
200,1061.0,248.0,3331.7
201,1059.0,243.0,3348.4
202,1063.0,242.0,3365.1
203,1066.0,252.0,3381.7
204,1104.0,265.0,3398.4
205,1085.0,252.0,3415.1
206,1098.0,256.0,3431.7
207,1095.0,264.0,3448.4
208,1087.0,256.0,3465.1
209,1088.0,272.0,3481.7
210,1095.0,254.0,3498.4
211,1087.0,257.0,3515.1
212,1091.0,264.0,3531.7
213,1093.0,260.0,3548.4
214,1091.0,267.0,3565.1
215,1100.0,261.0,3581.7
216,1085.0,269.0,3598.4
217,944.0,180.0,3615.1
218,,,3631.7
219,898.0,159.0,3648.3
220,889.0,152.0,3665.0
221,885.0,159.0,3681.7
222,882.0,164.0,3698.3
223,885.0,164.0,3715.0
224,886.0,167.0,3731.7
225,884.0,163.0,3748.3
