,x,y,times
0,1355.0,648.0,0.0
1,1093.0,338.0,16.6
2,984.0,302.0,33.3
3,986.0,251.0,50.0
4,973.0,268.0,66.6
5,984.0,264.0,83.3
6,,,98.5
7,981.0,274.0,116.5
8,976.0,266.0,133.2
9,983.0,265.0,149.8
10,979.0,281.0,166.5
11,970.0,262.0,183.1
12,972.0,276.0,199.8
13,982.0,280.0,216.5
14,,,233.1
15,,,249.8
16,,,266.5
17,,,283.1
18,,,299.8
19,,,316.5
20,,,333.1
21,1115.0,249.0,349.8
22,1127.0,175.0,366.4
23,1130.0,172.0,383.1
24,1099.0,181.0,399.8
25,1132.0,168.0,416.4
26,1136.0,161.0,433.1
27,1131.0,169.0,449.7
28,1131.0,163.0,466.4
29,1126.0,170.0,483.1
30,,,498.2
31,1134.0,171.0,516.4
32,1127.0,174.0,533.1
33,1120.0,180.0,549.7
34,999.0,420.0,566.4
35,1076.0,508.0,583.1
36,1026.0,516.0,599.7
37,1033.0,495.0,616.5
38,1035.0,518.0,633.2
39,1038.0,496.0,649.9
40,1035.0,504.0,666.5
41,1038.0,498.0,683.2
42,1042.0,510.0,699.9
43,1039.0,510.0,716.5
44,1044.0,495.0,733.2
45,1047.0,503.0,749.9
46,1038.0,496.0,766.5
47,1034.0,515.0,783.2
48,1034.0,496.0,799.9
49,1031.0,511.0,816.5
50,1054.0,540.0,833.2
51,1032.0,501.0,849.9
52,1031.0,507.0,866.5
53,1048.0,492.0,883.2
54,1043.0,494.0,899.9
55,1053.0,360.0,916.5
56,1109.0,87.0,933.2
57,1143.0,177.0,949.9
58,1132.0,112.0,966.5
59,1118.0,135.0,983.2
60,1125.0,131.0,999.9
61,1122.0,136.0,1016.5
62,1156.0,118.0,1033.2
63,1125.0,127.0,1049.9
64,1150.0,129.0,1066.5
65,1129.0,175.0,1083.2
66,1142.0,435.0,1099.9
67,1133.0,719.0,1116.4
68,1155.0,695.0,1133.1
69,1140.0,736.0,1149.8
70,1153.0,764.0,1166.4
71,1140.0,714.0,1183.1
72,1140.0,743.0,1199.7
73,1161.0,753.0,1216.4
74,1137.0,708.0,1233.1
75,1146.0,699.0,1249.7
76,1168.0,680.0,1266.4
77,1152.0,630.0,1283.1
