,x,y,times
0,1092.0,586.0,0.0
1,1091.0,623.0,16.6
2,1092.0,623.0,33.3
3,1092.0,617.0,50.0
4,1083.0,625.0,66.6
5,1089.0,611.0,83.3
6,1076.0,619.0,100.0
7,1079.0,553.0,116.6
8,1072.0,596.0,133.3
9,1086.0,614.0,149.9
10,1080.0,599.0,166.6
11,1096.0,578.0,183.3
12,1072.0,594.0,199.9
13,1085.0,604.0,216.6
14,1080.0,604.0,233.3
15,1071.0,593.0,249.9
16,1027.0,402.0,266.6
17,1014.0,392.0,283.3
18,1015.0,422.0,299.9
19,1009.0,396.0,316.6
20,1022.0,389.0,333.2
21,1021.0,410.0,349.9
22,1007.0,395.0,366.5
23,1008.0,397.0,383.2
24,1015.0,395.0,399.9
25,1015.0,412.0,416.5
26,1022.0,389.0,433.2
27,1027.0,394.0,449.8
28,1031.0,436.0,466.5
29,1026.0,399.0,483.2
30,1022.0,410.0,499.8
31,981.0,393.0,516.5
32,1010.0,420.0,533.2
33,1022.0,406.0,549.8
34,991.0,389.0,566.5
35,1009.0,396.0,583.1
36,1000.0,414.0,599.8
37,990.0,390.0,616.5
38,996.0,421.0,633.1
39,1007.0,420.0,649.8
40,1005.0,380.0,666.5
41,997.0,360.0,683.1
42,984.0,391.0,699.8
43,981.0,400.0,716.4
44,1004.0,395.0,733.1
45,989.0,417.0,749.8
46,965.0,384.0,766.4
47,1020.0,410.0,783.1
48,984.0,403.0,799.8
49,1000.0,387.0,816.4
50,1007.0,390.0,833.2
51,984.0,386.0,849.9
52,994.0,404.0,866.6
53,1004.0,403.0,883.2
54,1004.0,383.0,899.9
55,988.0,400.0,916.6
56,1000.0,386.0,933.2
57,998.0,380.0,949.9
58,1003.0,392.0,966.6
59,988.0,369.0,983.2
60,997.0,405.0,999.9
61,1000.0,404.0,1016.6
62,989.0,395.0,1033.2
63,992.0,393.0,1049.9
64,1041.0,442.0,1066.6
65,1143.0,486.0,1083.2
66,1114.0,497.0,1099.9
67,1138.0,508.0,1116.6
68,1134.0,513.0,1133.2
69,1141.0,516.0,1149.9
70,1147.0,518.0,1166.6
71,1135.0,506.0,1183.2
72,1143.0,500.0,1199.9
73,1158.0,523.0,1216.6
74,1156.0,495.0,1233.2
75,1086.0,587.0,1249.9
76,1104.0,583.0,1266.6
77,1101.0,583.0,1283.2
78,1111.0,598.0,1299.9
79,1084.0,622.0,1316.6
80,1092.0,588.0,1333.3
81,1099.0,554.0,1350.0
82,1099.0,597.0,1366.7
83,1108.0,613.0,1383.3
84,1095.0,609.0,1400.0
85,1088.0,597.0,1416.7
86,1091.0,616.0,1433.3
87,1094.0,580.0,1450.0
