,x,y,times
0,971.0,406.0,0.0
1,956.0,409.0,16.7
2,966.0,409.0,33.3
3,962.0,412.0,50.0
4,955.0,397.0,66.7
5,968.0,404.0,83.3
6,959.0,411.0,100.0
7,967.0,438.0,116.7
8,986.0,407.0,133.3
9,966.0,414.0,150.0
10,967.0,400.0,166.7
11,963.0,422.0,183.3
12,963.0,427.0,200.0
13,968.0,404.0,216.7
14,946.0,425.0,233.3
15,858.0,430.0,249.9
16,864.0,426.0,266.6
17,850.0,424.0,283.2
18,849.0,418.0,299.9
19,853.0,448.0,316.6
20,852.0,432.0,333.3
21,861.0,452.0,349.9
22,854.0,433.0,366.6
23,849.0,452.0,383.3
24,858.0,422.0,399.9
25,845.0,420.0,416.6
26,864.0,447.0,433.2
27,841.0,458.0,449.9
28,828.0,464.0,466.5
29,820.0,468.0,483.2
30,812.0,484.0,499.9
31,832.0,472.0,516.5
32,833.0,474.0,533.2
33,808.0,460.0,549.9
34,826.0,491.0,566.5
35,819.0,480.0,583.2
36,809.0,461.0,599.8
37,815.0,474.0,616.5
38,818.0,459.0,633.2
39,817.0,467.0,649.8
40,808.0,476.0,666.5
41,824.0,467.0,683.2
42,815.0,475.0,699.8
43,825.0,484.0,716.5
44,817.0,469.0,733.2
45,816.0,483.0,749.8
46,823.0,483.0,766.5
47,,,783.2
48,,,799.8
49,,,816.5
50,,,833.1
51,,,849.8
52,,,866.4
53,,,883.1
54,,,899.8
55,849.0,370.0,916.4
56,858.0,397.0,933.2
57,855.0,388.0,949.8
58,846.0,398.0,966.4
59,860.0,414.0,983.1
60,854.0,398.0,999.7
61,853.0,405.0,1016.4
62,858.0,396.0,1033.1
63,,,1048.5
64,842.0,381.0,1066.4
65,850.0,393.0,1083.0
66,864.0,396.0,1099.7
67,851.0,404.0,1116.4
68,849.0,404.0,1133.0
69,858.0,410.0,1149.7
70,836.0,406.0,1166.4
71,864.0,412.0,1183.0
72,848.0,404.0,1199.7
73,857.0,405.0,1216.4
74,850.0,394.0,1233.5
75,851.0,381.0,1250.2
76,840.0,377.0,1267.1
77,848.0,407.0,1283.8
78,850.0,396.0,1300.5
79,848.0,380.0,1317.1
80,839.0,385.0,1333.8
81,861.0,390.0,1350.5
82,859.0,399.0,1367.1
83,860.0,405.0,1383.8
84,856.0,389.0,1400.4
85,853.0,392.0,1417.1
86,854.0,391.0,1433.8
87,862.0,397.0,1450.4
88,864.0,404.0,1467.1
89,851.0,407.0,1483.8
90,848.0,400.0,1500.4
91,853.0,409.0,1517.1
92,855.0,395.0,1533.8
93,853.0,407.0,1550.5
94,853.0,418.0,1567.1
95,846.0,405.0,1583.8
96,855.0,404.0,1600.4
97,862.0,393.0,1617.1
98,860.0,410.0,1633.8
99,852.0,408.0,1650.4
100,855.0,387.0,1667.1
101,851.0,405.0,1683.7
102,856.0,409.0,1700.4
103,844.0,395.0,1717.1
104,865.0,402.0,1733.7
105,862.0,396.0,1750.4
106,865.0,384.0,1767.1
107,855.0,406.0,1783.7
108,1009.0,461.0,1800.4
109,1184.0,556.0,1817.1
110,1288.0,566.0,1833.7
111,1294.0,575.0,1850.4
112,1284.0,596.0,1867.1
113,1306.0,558.0,1883.7
114,1291.0,587.0,1900.4
115,1291.0,575.0,1917.1
116,1280.0,580.0,1933.7
117,1277.0,574.0,1950.4
118,1289.0,576.0,1967.1
119,1283.0,581.0,1983.7
120,1285.0,578.0,2000.4
121,1278.0,570.0,2017.0
122,1289.0,580.0,2033.7
123,1279.0,582.0,2050.4
124,1226.0,564.0,2067.0
125,1048.0,511.0,2083.7
126,882.0,471.0,2100.4
127,817.0,415.0,2117.0
128,832.0,439.0,2133.7
129,828.0,448.0,2150.4
130,830.0,449.0,2167.0
131,830.0,459.0,2183.7
132,834.0,457.0,2200.3
133,844.0,459.0,2217.0
134,827.0,448.0,2233.7
135,839.0,471.0,2250.3
136,817.0,454.0,2267.0
137,828.0,456.0,2283.7
138,835.0,453.0,2300.4
139,819.0,459.0,2317.0
140,839.0,467.0,2333.7
141,823.0,462.0,2350.4
142,825.0,471.0,2367.0
143,824.0,458.0,2383.7
144,818.0,458.0,2400.4
145,821.0,488.0,2417.0
146,827.0,468.0,2433.7
147,826.0,464.0,2450.3
148,813.0,458.0,2467.0
149,811.0,452.0,2483.7
150,825.0,461.0,2500.3
151,825.0,476.0,2517.0
152,874.0,402.0,2533.7
153,859.0,413.0,2550.3
154,846.0,424.0,2567.0
155,854.0,407.0,2583.7
156,843.0,388.0,2600.3
157,857.0,420.0,2617.0
158,841.0,391.0,2633.6
159,852.0,412.0,2650.3
160,849.0,417.0,2667.0
161,840.0,389.0,2683.6
162,1004.0,454.0,2700.3
163,1141.0,514.0,2717.0
164,1196.0,532.0,2733.6
165,1209.0,539.0,2750.3
166,1203.0,546.0,2766.9
167,1209.0,532.0,2783.8
168,1192.0,518.0,2800.4
169,1199.0,532.0,2817.0
170,1192.0,550.0,2833.7
171,1202.0,533.0,2850.4
172,1075.0,519.0,2867.0
173,928.0,509.0,2883.7
174,890.0,480.0,2900.4
175,878.0,480.0,2917.0
176,891.0,502.0,2933.7
177,876.0,506.0,2950.4
178,879.0,481.0,2967.0
179,876.0,500.0,2983.7
180,883.0,480.0,3000.4
181,873.0,501.0,3017.0
182,863.0,491.0,3033.7
183,884.0,500.0,3050.4
184,865.0,487.0,3067.0
185,866.0,483.0,3083.7
186,880.0,482.0,3100.4
187,888.0,477.0,3117.0
188,885.0,502.0,3133.7
189,887.0,501.0,3150.4
190,876.0,488.0,3167.0
191,876.0,487.0,3183.6
