,x,y,times
0,925.0,254.0,0.0
1,933.0,262.0,16.7
2,935.0,265.0,33.4
3,,,48.7
4,928.0,260.0,66.7
5,933.0,270.0,83.4
6,937.0,262.0,100.0
7,927.0,255.0,116.7
8,938.0,267.0,133.4
9,933.0,256.0,150.0
10,929.0,256.0,166.7
11,932.0,256.0,183.4
12,933.0,270.0,200.0
13,938.0,259.0,216.7
14,940.0,257.0,233.4
15,926.0,255.0,250.0
16,927.0,247.0,266.6
17,932.0,245.0,283.3
18,937.0,243.0,300.0
19,936.0,244.0,316.6
20,833.0,217.0,333.3
21,777.0,211.0,349.9
22,781.0,216.0,366.7
23,781.0,208.0,383.3
24,775.0,202.0,400.0
25,778.0,207.0,416.7
26,776.0,205.0,433.3
27,776.0,210.0,449.9
28,786.0,211.0,466.6
29,781.0,201.0,483.3
30,787.0,206.0,499.9
31,768.0,194.0,516.6
32,772.0,209.0,533.3
33,774.0,203.0,550.0
34,785.0,200.0,566.6
35,782.0,203.0,583.3
36,741.0,200.0,600.0
37,745.0,205.0,616.6
38,748.0,196.0,633.3
39,741.0,207.0,649.9
40,744.0,208.0,666.6
41,746.0,202.0,683.3
42,734.0,195.0,699.9
43,743.0,198.0,716.6
44,731.0,207.0,733.3
45,747.0,198.0,749.9
46,744.0,203.0,766.6
47,750.0,204.0,783.2
48,752.0,229.0,799.9
49,748.0,219.0,816.6
50,745.0,213.0,833.2
51,740.0,214.0,849.9
52,741.0,233.0,866.5
53,752.0,225.0,883.2
54,755.0,215.0,899.9
55,757.0,223.0,916.6
56,742.0,218.0,933.2
57,751.0,221.0,949.9
58,749.0,215.0,966.6
59,751.0,215.0,983.2
60,745.0,221.0,999.9
61,750.0,222.0,1016.6
62,746.0,213.0,1033.2
63,752.0,210.0,1049.9
64,749.0,210.0,1066.5
65,757.0,222.0,1083.2
66,743.0,200.0,1099.9
67,743.0,216.0,1116.6
68,812.0,221.0,1133.2
69,968.0,201.0,1149.9
70,990.0,199.0,1166.6
71,994.0,199.0,1183.2
72,1001.0,200.0,1199.9
73,995.0,194.0,1216.6
74,987.0,207.0,1233.2
75,995.0,203.0,1249.9
76,998.0,204.0,1266.7
77,1007.0,211.0,1283.2
78,996.0,202.0,1299.9
79,991.0,207.0,1316.5
80,991.0,209.0,1333.2
81,996.0,209.0,1349.9
82,1004.0,214.0,1366.5
83,996.0,203.0,1383.2
84,988.0,198.0,1399.9
85,992.0,210.0,1416.5
86,989.0,201.0,1433.2
87,997.0,203.0,1449.9
88,999.0,213.0,1466.5
89,998.0,204.0,1483.2
90,960.0,210.0,1499.9
91,807.0,220.0,1516.5
92,759.0,218.0,1533.2
93,773.0,214.0,1549.8
94,764.0,224.0,1566.5
95,766.0,214.0,1583.2
96,758.0,192.0,1599.8
97,769.0,212.0,1616.5
98,775.0,216.0,1633.2
99,767.0,219.0,1649.9
100,760.0,203.0,1666.5
101,767.0,211.0,1683.2
102,765.0,210.0,1699.8
103,765.0,216.0,1716.5
104,761.0,215.0,1733.2
105,757.0,228.0,1749.8
106,767.0,217.0,1766.6
107,767.0,212.0,1783.2
108,772.0,224.0,1799.9
109,765.0,209.0,1816.6
110,761.0,225.0,1833.2
111,765.0,224.0,1849.9
112,747.0,212.0,1866.5
113,766.0,215.0,1883.2
114,766.0,218.0,1899.9
115,764.0,210.0,1916.6
116,774.0,215.0,1933.2
117,916.0,214.0,1949.9
118,983.0,185.0,1966.6
119,992.0,198.0,1983.2
120,992.0,200.0,1999.9
121,988.0,195.0,2016.6
122,981.0,191.0,2033.2
123,989.0,195.0,2049.9
124,982.0,196.0,2066.5
125,980.0,208.0,2083.2
126,995.0,211.0,2099.9
127,990.0,197.0,2116.6
128,995.0,203.0,2133.2
129,983.0,195.0,2149.9
130,868.0,179.0,2166.5
131,858.0,172.0,2183.2
132,857.0,169.0,2199.9
133,852.0,172.0,2216.6
134,866.0,171.0,2233.2
135,858.0,169.0,2249.9
136,856.0,175.0,2266.5
137,856.0,175.0,2283.2
138,863.0,168.0,2299.8
139,854.0,179.0,2316.5
140,864.0,177.0,2333.2
141,862.0,178.0,2349.8
142,852.0,169.0,2366.5
143,866.0,173.0,2383.2
144,1000.0,176.0,2399.8
145,1109.0,183.0,2416.5
146,1109.0,187.0,2433.2
147,1104.0,184.0,2449.8
148,1105.0,182.0,2466.5
149,1105.0,183.0,2483.2
150,1104.0,201.0,2499.8
151,1107.0,193.0,2516.5
152,1102.0,199.0,2533.1
153,1110.0,201.0,2549.8
