,x,y,times
0,948.0,342.0,0.0
1,959.0,343.0,16.7
2,947.0,343.0,33.3
3,954.0,332.0,50.0
4,962.0,314.0,66.6
5,942.0,339.0,83.3
6,949.0,350.0,99.9
7,947.0,339.0,116.6
8,948.0,322.0,133.2
9,962.0,354.0,149.9
10,962.0,346.0,166.6
11,957.0,330.0,183.2
12,944.0,311.0,199.9
13,958.0,339.0,216.6
14,973.0,346.0,233.2
15,944.0,336.0,249.9
16,969.0,331.0,266.6
17,962.0,337.0,283.3
18,979.0,349.0,299.9
19,1022.0,406.0,316.6
20,1022.0,401.0,333.3
21,1024.0,384.0,349.9
22,1036.0,419.0,366.6
23,1019.0,404.0,383.3
24,1033.0,385.0,399.9
25,1028.0,389.0,416.6
26,1039.0,397.0,433.3
27,1027.0,400.0,449.9
28,1041.0,385.0,466.6
29,1026.0,390.0,483.3
30,1028.0,433.0,499.9
31,1033.0,426.0,516.6
32,1019.0,396.0,533.3
33,1037.0,437.0,549.9
34,1038.0,405.0,566.6
35,1048.0,415.0,583.3
36,1009.0,385.0,599.9
37,826.0,406.0,616.5
38,798.0,439.0,633.1
39,798.0,430.0,649.8
40,799.0,440.0,666.4
41,793.0,432.0,683.1
42,808.0,461.0,699.8
43,787.0,406.0,716.4
44,820.0,443.0,733.1
45,816.0,422.0,749.8
46,800.0,449.0,766.4
47,792.0,425.0,783.1
48,805.0,433.0,799.7
49,786.0,438.0,816.4
50,792.0,448.0,833.1
51,777.0,414.0,849.7
52,802.0,432.0,866.4
53,801.0,434.0,883.1
54,796.0,426.0,899.7
55,807.0,418.0,916.4
56,857.0,405.0,933.1
57,884.0,390.0,949.7
58,886.0,413.0,966.5
59,879.0,366.0,983.0
60,878.0,417.0,999.7
61,872.0,395.0,1016.4
62,886.0,412.0,1033.0
63,877.0,387.0,1049.7
64,889.0,391.0,1066.4
65,876.0,368.0,1083.0
66,880.0,410.0,1099.8
67,870.0,404.0,1116.5
68,881.0,421.0,1133.2
69,948.0,414.0,1149.8
70,1040.0,403.0,1166.5
71,1071.0,411.0,1183.2
72,1050.0,423.0,1199.8
73,1044.0,421.0,1216.5
74,1052.0,435.0,1233.2
75,1057.0,392.0,1249.8
76,1061.0,435.0,1266.5
77,1052.0,424.0,1283.2
78,1054.0,418.0,1299.8
79,1070.0,428.0,1316.5
80,1051.0,412.0,1333.2
81,1054.0,390.0,1349.8
82,1063.0,402.0,1366.6
83,1069.0,406.0,1383.2
84,1050.0,396.0,1399.8
85,1051.0,409.0,1416.5
86,1059.0,428.0,1433.2
87,1059.0,398.0,1449.8
88,1050.0,444.0,1466.5
89,1112.0,433.0,1483.2
90,1099.0,412.0,1499.9
91,1102.0,406.0,1516.5
92,1122.0,432.0,1533.2
93,1115.0,416.0,1549.9
94,1103.0,412.0,1566.6
95,1117.0,415.0,1583.2
96,1103.0,410.0,1599.9
97,1101.0,429.0,1616.5
98,1129.0,407.0,1633.2
99,1141.0,398.0,1649.8
100,1135.0,387.0,1666.5
101,1126.0,408.0,1683.2
102,1151.0,386.0,1699.8
103,1146.0,384.0,1716.5
104,1148.0,409.0,1733.2
105,1157.0,402.0,1749.8
106,1144.0,416.0,1766.6
107,1147.0,408.0,1783.2
108,1148.0,387.0,1799.8
109,1156.0,419.0,1816.5
110,1133.0,398.0,1833.2
111,1138.0,417.0,1849.8
112,1011.0,350.0,1866.5
113,883.0,391.0,1883.2
114,876.0,392.0,1899.8
115,878.0,410.0,1916.5
116,855.0,434.0,1933.2
117,865.0,398.0,1949.8
118,864.0,397.0,1966.7
119,858.0,407.0,1983.2
120,867.0,411.0,1999.8
121,881.0,414.0,2016.5
122,854.0,410.0,2033.2
123,891.0,407.0,2049.8
124,855.0,418.0,2066.5
125,876.0,415.0,2083.2
126,865.0,431.0,2099.8
127,870.0,420.0,2116.5
128,867.0,398.0,2133.1
129,867.0,406.0,2149.8
130,862.0,407.0,2166.6
131,791.0,399.0,2183.1
132,773.0,386.0,2199.8
133,771.0,376.0,2216.4
134,789.0,393.0,2233.1
135,794.0,375.0,2249.8
136,777.0,372.0,2266.4
137,778.0,389.0,2283.1
138,766.0,381.0,2299.8
139,782.0,402.0,2316.4
140,787.0,396.0,2333.1
141,779.0,391.0,2349.7
142,784.0,382.0,2366.5
143,779.0,350.0,2383.1
144,787.0,393.0,2399.7
145,779.0,367.0,2416.4
146,793.0,382.0,2433.1
147,833.0,395.0,2449.7
148,1014.0,369.0,2466.4
149,1084.0,365.0,2483.0
150,1087.0,396.0,2499.7
151,1081.0,398.0,2516.4
152,1067.0,378.0,2533.0
153,1077.0,331.0,2549.7
154,1066.0,379.0,2566.4
155,1076.0,368.0,2583.0
156,1072.0,398.0,2599.7
157,1073.0,365.0,2616.4
158,1079.0,395.0,2633.2
159,1072.0,366.0,2649.8
160,1071.0,384.0,2666.5
161,1081.0,399.0,2683.1
162,1078.0,379.0,2699.8
163,1071.0,381.0,2716.5
164,1040.0,373.0,2733.1
165,1037.0,361.0,2749.8
166,1037.0,352.0,2766.5
167,1029.0,349.0,2783.1
168,1042.0,367.0,2799.8
169,1040.0,372.0,2816.5
170,1048.0,335.0,2833.1
171,1057.0,364.0,2849.8
172,1039.0,369.0,2866.5
173,1043.0,353.0,2883.1
174,1055.0,351.0,2899.8
175,1042.0,389.0,2916.4
176,932.0,365.0,2933.1
177,793.0,376.0,2949.8
178,792.0,356.0,2966.4
179,778.0,371.0,2983.1
180,782.0,375.0,2999.8
181,779.0,378.0,3016.4
182,806.0,346.0,3033.1
183,797.0,366.0,3049.8
184,800.0,359.0,3066.4
185,808.0,371.0,3083.1
186,799.0,354.0,3099.8
187,806.0,352.0,3116.4
188,792.0,354.0,3133.1
189,801.0,381.0,3149.8
190,811.0,339.0,3166.4
191,804.0,343.0,3183.1
192,806.0,358.0,3199.7
193,811.0,365.0,3216.4
194,840.0,380.0,3233.1
